Energy_(eV)	Live_Counts
9550.0	0.0015075273920391631
9550.25	0.0019106347057842035
9550.5	0.0017487182844458087
9550.75	0.0017492163689325172
9551.0	0.0019913438742100464
9551.25	0.0018294075300151792
9551.5	0.0015877980320808307
9551.75	0.0018299255373583605
9552.0	0.0019913438742100464
9552.25	0.001668507200506674
9552.5	0.0015075273920391631
9552.75	0.0021533602040157253
9553.0	0.001183535127285935
9553.25	0.0019913438742100464
9553.5	0.001991902001838765
9553.75	0.002152762211061733
9554.0	0.002637734813815327
9554.25	0.0018299255373583605
9554.5	0.0019913438742100464
9554.75	0.0028791447268943214
9555.0	0.0024762766116383666
9555.25	0.0030397462135557324
9555.5	0.0022340893051042052
9555.75	0.002474921494570141
9556.0	0.0022334713794875762
9556.25	0.0030397462135557324
9556.5	0.0027991930159922867
9556.75	0.003282690559217373
9557.0	0.003040563067014729
9557.25	0.0032019814169413005
9557.5	0.0027984355584684787
9557.75	0.0029598538953201645
9558.0	0.002314818406192685
9558.25	0.003524818084107231
9558.5	0.0032818139535325647
9558.75	0.003040563067014729
9559.0	0.004331909768365663
9559.25	0.003444108909143945
9559.5	0.004412618943328948
9559.75	0.004412618943328948
9560.0	0.005378340365977581
9560.25	0.0032028385083598017
9560.5	0.004654746435531592
9560.75	0.005946093136882526
9561.0	0.005784674786955954
9561.25	0.006432002584586218
9561.5	0.005058292277660809
9561.75	0.006833893996104243
9562.0	0.006751451483596993
9562.25	0.007396965467764284
9562.5	0.008528786506897179
9562.75	0.008448077364621106
9563.0	0.00901533384556735
9563.25	0.007479567330436102
9563.5	0.00901533384556735
9563.75	0.010546515750230473
9564.0	0.01207998994378405
9564.25	0.009903353970615515
9564.5	0.012238320169239284
9564.75	0.015469774998057134
9565.0	0.01353616351959712
9565.25	0.015554391079496332
9565.5	0.015227647505854489
9565.75	0.017164667541537282
9566.0	0.01821388675068557
9566.25	0.017326085891463852
9566.5	0.020715870978424155
9566.75	0.02055445262849758
9567.0	0.02290646295341098
9567.25	0.023708030335194915
9567.5	0.023776882223553526
9567.75	0.02725331362745489
9568.0	0.02911688013427285
9568.25	0.03201515455804219
9568.5	0.03614031188974596
9568.75	0.03977312170022527
9569.0	0.04242663731112574
9569.25	0.047914860620259334
9569.5	0.0525959925066322
9569.75	0.055905068484003645
9570.0	0.06454094948595653
9570.25	0.06705955777660734
9570.5	0.07162560452258666
9570.75	0.07787725763626091
9571.0	0.0818329834457727
9571.25	0.0877262078644564
9571.5	0.08764547894641632
9571.75	0.08944367576638988
9572.0	0.09434599417986153
9572.25	0.0959605761362567
9572.5	0.09838244923428553
9572.75	0.10333251124516732
9573.0	0.11275222933263407
9573.25	0.11259077116968176
9573.5	0.10920014909393912
9573.75	0.11364024939230781
9574.0	0.11105691813132668
9574.25	0.1092808780119792
9574.5	0.10398199211684683
9574.75	0.09886682405001458
9575.0	0.08845276976117783
9575.25	0.0791493089775716
9575.5	0.07569757161922447
9575.75	0.06673664145070272
9576.0	0.06423403943463381
9576.25	0.057680670267821504
9576.5	0.05235386491636792
9576.75	0.04847982477962791
9577.0	0.045977840551889325
9577.25	0.041619545561492874
9577.5	0.0388851013136794
9577.75	0.03604164749779826
9578.0	0.03661557710601571
9578.25	0.03080451703165455
9578.5	0.028625369471081897
9578.75	0.028544660296118612
9579.0	0.0286325055473543
9579.25	0.025800548576177387
9579.5	0.021522962662682582
9579.75	0.023298564348438806
9580.0	0.0185367234178515
9580.25	0.01837530506792493
9580.5	0.016680412557131995
9580.75	0.016603869400184015
9581.0	0.013855591629540271
9581.25	0.014497619032106767
9581.5	0.012644954103152624
9581.75	0.011434316576764976
9582.0	0.014339846646632773
9582.25	0.010387728557534068
9582.5	0.010142969908101256
9582.75	0.00917912538523716
9583.0	0.009416587366118896
9583.25	0.008205949839731249
9583.5	0.008448077364621106
9583.75	0.00836736818965782
9584.0	0.006914603138380316
9584.25	0.0077216948226387465
9584.5	0.005058292277660809
9584.75	0.0053797343121864205
9585.0	0.005946093136882526
9585.25	0.004331909768365663
9585.5	0.0054604235806368405
9585.75	0.004412618943328948
9586.0	0.0043307741492030994
9586.25	0.0038476547512731607
9586.5	0.003766945576309875
9586.75	0.0033633997341806594
9587.0	0.004089782243475805
9587.25	0.0043307741492030994
9587.5	0.0033651941641261785
9587.75	0.003362503189295771
9588.0	0.003444108909143945
9588.25	0.0032028385083598017
9588.5	0.0029598538953201645
9588.75	0.0052197106275873794
9589.0	0.0031221094268836496
9589.25	0.0028791447268943214
9589.5	0.0028791447268943214
9589.75	0.00263629998244016
9590.0	0.0022334713794875762
9590.25	0.0023141805479134194
9590.5	0.0015070888636549875
9590.75	0.0019106347057842035
9591.0	0.0024755988847651057
9591.25	0.00215216451229266
9591.5	0.0012645828142983087
9591.75	0.0018299255373583605
9592.0	0.00215216451229266
9592.25	0.00134567052353458
9592.5	0.001264961355108737
9592.75	0.0015070888636549875
9593.0	0.00134567052353458
9593.25	0.0019111728974815637
9593.5	0.0015066505510064195
9593.75	0.001022515077590198
9594.0	0.0015877980320808307
9594.25	0.0015070888636549875
9594.5	0.0015070888636549875
9594.75	0.0015877980320808307
9595.0	0.0015877980320808307
9595.25	0.0015075273920391631
9595.5	0.0012653400855050017
9595.75	0.0015877980320808307
9596.0	0.0010231527822395616
9596.25	0.0015877980320808307
9596.5	0.0006190688530120681
9596.75	0.0015877980320808307
9597.0	0.000861415512979521
9597.25	0.0009421246814053642
9597.5	0.0006997580985814382
9597.75	0.0006999971761278347
9598.0	0.00134567052353458
9598.25	0.0007807063445536777
