Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,3/17/2023,8:43:55 PM,30,22.8,27,22.6
1,3/17/2023,8:44:00 PM,30,22.8,27,22.6
2,3/17/2023,8:44:05 PM,30,22.9,26,22.6
3,3/17/2023,8:44:10 PM,30,22.9,26,22.6
4,3/17/2023,8:44:15 PM,30,22.9,26,22.6
5,3/17/2023,8:44:20 PM,30,22.9,27,22.6
6,3/17/2023,8:44:25 PM,30,22.9,27,22.6
7,3/17/2023,8:44:30 PM,30,22.9,27,22.6
8,3/17/2023,8:44:35 PM,30,23.0,27,22.7
9,3/17/2023,8:44:40 PM,30,23.0,27,22.7
10,3/17/2023,8:44:45 PM,30,23.0,29,22.7
11,3/17/2023,8:44:50 PM,33,23.0,32,22.7
12,3/17/2023,8:44:55 PM,38,23.0,34,22.7
13,3/17/2023,8:45:00 PM,42,23.1,36,22.7
14,3/17/2023,8:45:05 PM,47,23.1,39,22.7
15,3/17/2023,8:45:10 PM,51,23.1,41,22.7
16,3/17/2023,8:45:15 PM,53,23.1,42,22.8
17,3/17/2023,8:45:20 PM,56,23.1,44,22.8
18,3/17/2023,8:45:25 PM,60,23.2,45,22.8
19,3/17/2023,8:45:30 PM,60,23.2,45,22.8
20,3/17/2023,8:45:35 PM,62,23.2,46,22.8
21,3/17/2023,8:45:40 PM,63,23.2,46,22.8
22,3/17/2023,8:45:45 PM,63,23.3,47,22.8
23,3/17/2023,8:45:50 PM,64,23.3,47,22.8
24,3/17/2023,8:45:55 PM,65,23.3,47,22.8
25,3/17/2023,8:46:00 PM,65,23.3,47,22.8
26,3/17/2023,8:46:05 PM,65,23.3,47,22.8
27,3/17/2023,8:46:10 PM,66,23.3,48,22.8
28,3/17/2023,8:46:15 PM,66,23.3,48,22.8
29,3/17/2023,8:46:20 PM,66,23.3,48,22.8
30,3/17/2023,8:46:25 PM,67,23.3,48,22.8
31,3/17/2023,8:46:30 PM,67,23.3,48,22.8
32,3/17/2023,8:46:35 PM,67,23.3,48,22.8
33,3/17/2023,8:46:40 PM,67,23.3,49,22.8
34,3/17/2023,8:46:45 PM,67,23.4,49,22.8
35,3/17/2023,8:46:50 PM,67,23.4,49,22.8
36,3/17/2023,8:46:55 PM,67,23.4,49,22.8
37,3/17/2023,8:47:00 PM,67,23.4,49,22.8
38,3/17/2023,8:47:05 PM,67,23.4,49,22.8
39,3/17/2023,8:47:10 PM,67,23.4,49,22.9
40,3/17/2023,8:47:15 PM,67,23.5,49,22.9
41,3/17/2023,8:47:20 PM,67,23.5,49,22.9
42,3/17/2023,8:47:25 PM,67,23.5,49,22.9
43,3/17/2023,8:47:30 PM,67,23.5,49,22.9
44,3/17/2023,8:47:35 PM,67,23.5,49,22.9
45,3/17/2023,8:47:40 PM,67,23.6,49,22.9
46,3/17/2023,8:47:45 PM,67,23.6,49,22.9
47,3/17/2023,8:47:50 PM,67,23.6,49,22.9
48,3/17/2023,8:47:55 PM,67,23.6,49,22.9
49,3/17/2023,8:48:00 PM,67,23.6,49,22.9
50,3/17/2023,8:48:05 PM,67,23.6,49,22.9
51,3/17/2023,8:48:10 PM,67,23.7,49,23.0
52,3/17/2023,8:48:15 PM,67,23.7,49,23.0
53,3/17/2023,8:48:20 PM,67,23.7,49,23.0
54,3/17/2023,8:48:25 PM,67,23.7,49,23.0
55,3/17/2023,8:48:30 PM,66,23.7,49,23.0
56,3/17/2023,8:48:35 PM,66,23.7,49,23.1
57,3/17/2023,8:48:40 PM,66,23.8,49,23.1
58,3/17/2023,8:48:45 PM,66,23.8,49,23.1
59,3/17/2023,8:48:50 PM,66,23.8,48,23.1
60,3/17/2023,8:48:55 PM,66,23.8,48,23.1
61,3/17/2023,8:49:00 PM,66,23.8,48,23.1
62,3/17/2023,8:49:05 PM,66,23.8,48,23.1
63,3/17/2023,8:49:10 PM,66,23.8,47,23.1
64,3/17/2023,8:49:15 PM,66,23.8,47,23.1
65,3/17/2023,8:49:20 PM,65,23.8,47,23.1
66,3/17/2023,8:49:25 PM,65,23.8,47,23.1
67,3/17/2023,8:49:30 PM,65,23.8,47,23.1
68,3/17/2023,8:49:35 PM,65,23.8,47,23.1
69,3/17/2023,8:49:40 PM,65,23.8,47,23.1
70,3/17/2023,8:49:45 PM,65,23.8,47,23.1
71,3/17/2023,8:49:50 PM,65,23.8,47,23.1
72,3/17/2023,8:49:55 PM,65,23.8,47,23.1
73,3/17/2023,8:50:00 PM,65,23.8,47,23.1
74,3/17/2023,8:50:05 PM,65,23.8,46,23.1
75,3/17/2023,8:50:10 PM,65,23.8,47,23.1
