Energy_(eV)	fit	residual
9640.097032577969	0.00021202690602070993	-5.003924167600515e-05
9640.344146364918	0.0002073416813531874	5.131064544664659e-06
9640.591262221138	0.00021485638359553492	3.246547900164542e-05
9640.838380141382	0.00024179303972141417	-8.76601295050538e-05
9641.085500120429	0.00023768239548057813	-3.231163710199026e-05
9641.332622153073	0.0002253868958286955	-7.631867629728594e-05
9641.579746234138	0.00022121918452159439	3.882827992770488e-05
9641.826872358459	0.00025345137543850306	-7.60017937879649e-05
9642.074000520905	0.00024480957093920213	0.00012187780298921229
9642.32113071635	0.00023410967397629863	8.144833770435894e-05
9642.568262939702	0.0002465221355811822	-4.329160921601942e-05
9642.81539718588	0.00023824137008992635	-7.13920869219084e-05
9643.062533449827	0.0002550077148153839	-6.651756952523084e-05
9643.309671726513	0.00028692058670351755	4.5070545465728386e-05
9643.556812010916	0.00026366173144077757	5.154125852493819e-05
9643.80395429804	0.0002747965316667574	-4.6728752673857326e-05
9644.051098582915	0.0002833906538243691	-2.6242803187465644e-05
9644.298244860576	0.00028349949835774536	6.146916933458943e-05
9644.545393126093	0.00028699485231655354	5.505466718608098e-05
9644.792543374548	0.0003067515888658122	0.00010454097205728945
9645.03969560104	0.00029292138257270076	1.1035522661352463e-05
9645.286849800696	0.0003353410533169332	0.00011331072429377726
9645.534005968655	0.0003387454672949628	0.00010680528216449025
9645.781164100077	0.00032954094318655655	8.01565884594183e-06
9646.028324190143	0.00032243677431358406	-0.00010611495598605001
9646.27548623405	0.00036708240078017795	-0.00011300058127750257
9646.522650227014	0.0003709483961928751	-7.742304632139222e-05
9646.769816164277	0.0003800970099593449	7.839143783336345e-05
9647.016984041087	0.0004169353143171338	-7.107555262639997e-05
9647.264153852724	0.0004532997953738807	1.2856237745466651e-05
9647.511325594474	0.00045874381239667343	-2.926705454686033e-05
9647.75849926165	0.0004892993934649693	-3.8350897907830916e-05
9648.005674849583	0.0005294744604223879	-8.934650713772507e-05
9648.252852353613	0.0005491563151685049	-1.8133400633561737e-05
9648.500031769112	0.0006108342006817071	-3.573436397889232e-05
9648.747213091465	0.0006713421873270745	-0.00021306292390912366
9648.99439631606	0.0007156867052365228	-0.00022024965775772171
9649.241581438328	0.0007547392326189945	-8.209856930208384e-05
9649.488768453699	0.0007858078660247926	-0.00013030878475481873
9649.735957357625	0.0008645853949607245	-4.060840422606682e-12
9649.983148145584	0.0009073964113578766	-8.799908828026749e-05
9650.230340813061	0.0009504888208513216	-9.247398810194232e-05
9650.477535355558	0.000943005748526176	-8.013734821245484e-05
9650.724731768605	0.0010132331079078136	-0.00018035951387666274
9650.97193004774	0.0010256838097311679	-0.00010844967540940879
9651.21913018852	0.0010242905290341374	-0.00010984295610643922
9651.466332186517	0.0010739484033014852	1.1165882133588228e-05
9651.713536037325	0.0010812884448324204	3.832563587915648e-05
9651.960741736551	0.001099965128317963	7.682203157933229e-05
9652.207949279818	0.0010788016306280328	5.565853388940197e-05
9652.45515866277	0.0010812548935714918	-0.00013215744042761792
9652.702369881063	0.0010776692332632597	9.416556095389553e-05
9652.949582930374	0.0010602330947735985	-2.236913860893179e-05
9653.19679780639	0.0011315723802464684	-0.00010165966596727442
9653.444014504814	0.0011004374606475827	1.783522726505238e-05
9653.691233021376	0.0011169585271655264	-0.00019555236790674922
9653.938453351811	0.0011889449536531427	-0.00014338565363376603
9654.185675491879	0.0011819228780771086	-7.90567652371205e-05
9654.43289943734	0.0012490289787487146	-0.00012294105296746082
9654.68012518399	0.0012651283249758547	-0.00014648113116958708
9654.927352727631	0.0012236447676628932	-6.904641519474915e-05
9655.174582064077	0.0012153508213564536	-2.5809109743142426e-05
9655.421813189163	0.0011610761213384031	-4.044438533192646e-05
9655.669046098736	0.001098234768194439	-0.00016274487511979004
9655.916280788664	0.0010525043202075912	-4.198974050371898e-05
9656.163517254825	0.0009727803850730723	0.00020729354712467358
9656.410755493114	0.0008696741244429776	3.2836322521899225e-05
9656.657995499443	0.0008223039746169407	0.000155915697741708
9656.905237269733	0.0007227755377646194	4.449543356060677e-05
9657.152480799932	0.0006583475575061087	9.898572658989535e-05
9657.399726085987	0.0006008418547162444	2.1660311585397734e-05
9657.646973123874	0.0005365091304652947	0.00020705596123882675
9657.894221909572	0.000494888320826819	-5.2581682760614434e-05
9658.141472439087	0.0004790698252602256	-8.821989054184101e-05
9658.38872470843	0.00044507063554332174	1.651890524368766e-05
9658.635978713628	0.0004076070167660734	3.851442311033894e-05
9658.883234450732	0.00039067109126883243	2.950638249895124e-05
9659.130491915792	0.00039359984241904165	6.414667319257369e-05
9659.377751104883	0.00038182299771736465	9.200925292016305e-05
9659.625012014088	0.00032335156923353416	-6.10159999293381e-06
9659.872274639516	0.0003213822168958317	-1.9962779659416234e-05
