Energy_(eV)	counts
9548.731453941595	0.0017485042108025372
9548.97877953422	0.0016008485609294114
9549.226110369698	0.0016746289518954232
9549.47344641529	0.001748478725938329
9549.720787638584	0.001615777567094471
9549.968134007499	0.0016008085542346044
9550.215485490284	0.001719240831141354
9550.462842055505	0.0019557006934257932
9550.71020367205	0.0016158688301603304
9550.95757030911	0.001748828873981512
9551.204941936194	0.001792937276507389
9551.452318523105	0.0019703158713838495
9551.699700039948	0.00176378345956096
9551.947086457125	0.002014843902572079
9552.194477745332	0.002073735394602207
9552.441873875541	0.0018818217907462097
9552.68927481902	0.002251157765015487
9552.936680547315	0.002058970517976115
9553.18409103223	0.0025021964207925652
9553.431506245865	0.0024724771255458886
9553.67892616057	0.002280793246314337
9553.926350748969	0.002945670312575643
9554.173779983945	0.0023397394697338672
9554.421213838636	0.0028569682406899
9554.668652286437	0.002768521579361549
9554.916095300992	0.0027827281449501404
9555.163542856195	0.0031522355769958072
9555.41099492618	0.0028715068707019895
9555.658451485326	0.002576250395698483
9555.905912508248	0.0032113897396009996
9556.153377969797	0.0034474629167800283
9556.400847845054	0.0029159144216216906
9556.648322109333	0.003683955551473614
9556.89580073817	0.0032265559368626854
9557.14328370732	0.004097666299466094
9557.390770992772	0.003772960352093252
9557.638262570717	0.004260353014644884
9557.88575841757	0.004216558470845372
9558.133258509955	0.004496955159392363
9558.380762824707	0.004068475846119907
9558.628271338865	0.004541293431360052
9558.875784029675	0.005073027897149096
9559.123300874584	0.005456895293475233
9559.370821851238	0.005532036554168129
9559.618346937476	0.005531529430085093
9559.865876111335	0.0066545246540317265
9560.113409351048	0.0062111930393259195
9560.360946635028	0.006773070234369556
9560.608487941885	0.007215697707549371
9560.856033250406	0.0076442132550841105
9561.103582539568	0.008042776352610791
9561.351135788524	0.00879663994557485
9561.598692976602	0.009180828327796035
9561.846254083315	0.008899741926798727
9562.093819088344	0.01105832946357977
9562.341387971543	0.011308496124331291
9562.588960712943	0.011263260361702295
9562.83653729273	0.013110349904619541
9563.084117691269	0.013805204209193551
9563.331701889085	0.01442691073591902
9563.579289866857	0.01492922508118564
9563.826881605435	0.01495760154723896
9564.074477085827	0.016393635729532143
9564.322076289192	0.017159812000092166
9564.569679196848	0.01848888109022528
9564.817285790263	0.018180887718492352
9565.06489605106	0.02066426191199699
9565.312509961013	0.020499246892634642
9565.560127502036	0.021564613057366816
9565.807748656198	0.02318926267230308
9566.055373405705	0.02621843826811156
9566.303001732915	0.029157679449514425
9566.550633620318	0.03203901686752281
9566.798269050552	0.034346979704737594
9567.04590800639	0.03765845663546006
9567.29355047074	0.041809110020562194
9567.54119642665	0.04691131741147133
9567.788845857294	0.05154277022428842
9568.036498745985	0.059135263193526924
9568.28415507617	0.0628837070217321
9568.531814831409	0.06655152342272554
9568.77947799541	0.07295020594312634
9569.027144551997	0.07743426058955066
9569.274814485123	0.07898825169352827
9569.52248777886	0.0846409726044423
9569.770164417407	0.0877766791993661
9570.017844385084	0.08911051864532422
9570.265527666326	0.09446029060420216
9570.513214245697	0.09788127639796483
9570.760904107869	0.10142365822064542
9571.008597237631	0.10549634705272265
9571.25629361989	0.10998336620636276
9571.503993239672	0.11231981361399884
9571.751696082105	0.11466930415921855
9571.999402132431	0.11529463655372114
9572.247111376008	0.11429514743148429
9572.494823798295	0.1099505515488439
9572.742539384868	0.10616580015204616
9572.990258121403	0.09918162120304767
9573.237979993684	0.09152287638362605
9573.485704987601	0.08161746033107349
9573.733433089143	0.07752820732465229
9573.981164284405	0.06825483900342266
9574.228898559584	0.062012020181889706
9574.476635900977	0.05751743815079063
9574.72437629498	0.05249321371428651
9574.972119728087	0.04774935276485391
9575.219866186888	0.04219353555617962
9575.467615658072	0.040420413457398816
9575.715368128424	0.039502417853997183
9575.963123584821	0.03712512373304045
9576.210882014233	0.03332600821893533
9576.458643403726	0.03297393767136974
9576.706407740458	0.03094912070564487
9576.954175011673	0.029248891577959856
9577.20194520471	0.02660810835264688
9577.44971830699	0.02433982125468589
9577.697494306038	0.02354113793784042
9577.945273189445	0.021491055745583753
9578.193054944903	0.019495165713473636
9578.440839560184	0.018577414612051903
9578.688627023146	0.01735256488880013
9578.936417321735	0.01585754904113171
9579.184210443971	0.01494285130614305
9579.432006377967	0.013658530327105761
9579.67980511191	0.013082355355470114
9579.92760663407	0.012743402729893733
9580.175410932798	0.011058289327626486
9580.423217996526	0.01124798880202787
9580.671027813754	0.010909214648893816
9580.918840373077	0.009240354518433377
9581.166655663152	0.00984459655561652
9581.414473672723	0.008722732086004803
9581.662294390599	0.00820634589718869
9581.910117805677	0.007748008743930747
9582.157943906912	0.007408370438050362
9582.405772683349	0.0073182161226643845
9582.653604124096	0.006299355176420672
9582.901438218334	0.006225954219518682
9583.14927495532	0.006003817797617701
9583.397114324373	0.0062695555925117025
9583.644956314894	0.004969334858210582
9583.892800916346	0.004881388025640885
9584.140648118262	0.005073221533525464
9584.388497910242	0.004674279050406689
9584.636350281957	0.004216058517017177
9584.884205223145	0.0038027820487761227
9585.132062723604	0.003344481209370171
9585.379922773205	0.003920539368446512
9585.627785361883	0.0036396538339223
9585.875650479638	0.0032408174127679192
9586.123518116532	0.003226256754957405
9586.371388262689	0.0029898116748157716
9586.619260908294	0.002989968447393212
9586.86713604361	0.002620563073291312
9587.11501365894	0.002694328819152438
9587.362893744663	0.00291596543682994
9587.610776291214	0.0024283648793756406
9587.858661289092	0.0025911101151320855
9588.106548728847	0.002428127794797573
9588.354438601094	0.001925853592066841
9588.602330896509	0.0021624447959222104
9588.850225605824	0.0020295284468513017
9589.09812271982	0.001999699679849538
9589.346022229352	0.00199955378951916
9589.59392412532	0.0017632835996845267
9589.841828398683	0.002073403484570776
9590.089735040456	0.0019113003552486735
9590.337644041701	0.0016159929069262384
9590.585555393554	0.0013350196058975953
9590.83346908719	0.0015419862765272511
9591.08138511384	0.0014529084436724798
9591.329303464787	0.001601082107655149
9591.577224131373	0.0013941336864072035
9591.82514710499	0.0014824709765148371
9592.07307237708	0.0012907105559199275
9592.32099993914	0.00124622997396193
9592.568929782712	0.0013940023071358847
9592.816861899391	0.0012166894054855973
9593.06479628083	0.001349620307504886
9593.312732918725	0.00124618620381088
9593.560671804815	0.0011575316092810558
9593.808612930901	0.0009803827725404985
9594.056556288828	0.0011281952566282068
9594.304501870485	0.001054181379376763
9594.552449667814	0.0008473752741033148
9594.800399672798	0.0009654793164673028
9595.048351877474	0.0009802551411665316
9595.296306273925	0.0007735109991744695
9595.544262854275	0.0010394092523077017
9595.792221610702	0.0009062924125707442
9596.040182535418	0.0008915895022181332
9596.28814562069	0.0006848271712846663
9596.53611085883	0.0007143933299469275
9596.784078242184	0.0008178054626923013
9597.032047763156	0.0009802477955749627
9597.280019414184	0.0006552318444900829
9597.52799318775	0.0007881518038220047
9597.775969076383	0.0007143750416679913
9598.023947072656	0.0007291873088792667
9598.271927169179	0.000625683920907321
9598.519909358607	0.0005518378881193176
9598.767893633636	0.0005814697292362116
9599.015879987	0.0007882539138282128
9599.26386841148	0.0005813639030488514
9599.5118588999	0.0007734015734976359
9599.759851445111	0.0006995409082313852
9600.007846040018	0.0007290231566003824
9600.255842677558	0.0006256073250280035
9600.503841350714	0.000610889909061944
9600.751842052496	0.0007881663759197888
9600.999844775966	0.00046321973251102673
9601.24784951422	0.0005814003702755971
9601.49585626039	0.0004779882191587643
9601.743865007646	0.000670011244143612
9601.991875749201	0.0005518196513044038
9602.239888478294	0.0005962162864655864
9602.48790318822	0.0004040509786586466
9602.73591987229	0.00064049616950777
9602.983938523863	0.0004632306674787904
9603.231959136332	0.0005961761630791006
9603.479981703129	0.00046313946000604394
9603.728006217714	0.00047796267116136614
9603.97603267359	0.0004337302080268907
9604.224061064293	0.0002711164143159033
9604.472091383392	0.0004040874367295838
9604.720123624491	0.0005222790523087087
9604.968157781228	0.0003449296262826736
9605.21619384728	0.0003597491695492461
9605.46423181635	0.0005222899740514157
9605.712271682181	0.0004188376739357696
9605.96031343855	0.0004040327305336164
9606.208357079258	0.00041885956744900033
9606.456402598147	0.0007291800099643692
9606.704449989093	0.00046326351050136357
9606.952499245996	0.00050752879661138
9607.200550362795	0.000537021979529248
9607.44860333346	0.00024157946268319114
9607.69665815199	0.0005074886675399151
9607.944714812418	0.0003153926667508323
9608.192773308807	0.00019720834691498487
9608.440833635252	0.00040413852123473784
9608.688895785881	0.00031539996841845654
9608.93695975484	0.00044839651219989577
9609.185025536322	0.0004779407659789676
9609.433093124544	0.0004631868763232385
9609.681162513749	0.00043363532745915
9609.929233698213	0.0003745650727535459
9610.17730667224	0.0004779262273926399
9610.425381430165	0.0003450427177537912
9610.67345796635	0.00043369006602957816
9610.921536275191	0.00035971998089115654
9611.169616351104	0.0004631613441839404
9611.417698188538	0.00027112005509627863
9611.665781781974	0.00033013927245213514
9611.913867125915	0.0004040874421153535
9612.161954214891	0.0002563661763317731
9612.410043043466	0.00030065701582495763
9612.658133606234	0.00021201695748778528
9612.906225897801	0.000433504033761729
9613.154319912808	0.0001676932850853065
9613.402415645933	0.0003597418800295247
9613.650513091865	0.00016766774947517884
9613.89861224533	0.00044841110189119433
9614.146713101072	0.00025629320746919687
9614.394815653872	7.899486014365263e-05
9614.642919898528	0.00025629321638563797
9614.891025829864	0.0001824033926814502
9615.139133442734	0.0003006314747692183
9615.387242732017	0.0002710835712933303
9615.63535369261	0.0004484111018911942
9615.883466319447	0.0004188084888083512
9616.131580607476	0.00018246905766225232
9616.37969655168	0.00019721200349361812
9616.627814147054	0.0002859067771227248
9616.875933388626	0.00018246540862369666
9617.124054271448	0.00040410567420275827
9617.372176790592	0.0003302706038499447
9617.62030094116	0.00028590313370930643
9617.868426718269	0.00019715364748115058
9618.11655411707	0.000123365960053759
9618.364683132728	0.00012336595999391705
9618.612813760437	0.0002267234213114594
9618.860945995411	0.0003006241781881544
9619.109079832891	0.00012332947469492165
9619.357215268134	0.00037456143622194467
9619.605352296425	0.0003006606685737101
9619.853490913069	0.0003302450735059032
9620.101631113397	0.00021195129412271402
