Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,1/30/2023,4:13:26 PM,19,20.1,20,19.8
1,1/30/2023,4:13:31 PM,20,20.1,20,19.8
2,1/30/2023,4:13:36 PM,20,20.1,20,19.8
3,1/30/2023,4:13:41 PM,20,20.1,20,19.8
4,1/30/2023,4:13:46 PM,20,20.1,20,19.8
5,1/30/2023,4:13:51 PM,20,20.0,20,19.8
6,1/30/2023,4:13:56 PM,20,20.0,20,19.8
7,1/30/2023,4:14:01 PM,20,20.0,20,19.8
8,1/30/2023,4:14:06 PM,19,20.0,20,19.8
9,1/30/2023,4:14:11 PM,19,20.0,20,19.8
10,1/30/2023,4:14:16 PM,19,19.9,20,19.8
11,1/30/2023,4:14:21 PM,19,19.9,20,19.8
12,1/30/2023,4:14:26 PM,19,19.9,20,19.8
13,1/30/2023,4:14:31 PM,19,19.9,20,19.8
14,1/30/2023,4:14:36 PM,20,19.9,20,19.8
15,1/30/2023,4:14:41 PM,20,19.9,20,19.8
16,1/30/2023,4:14:46 PM,20,19.9,20,19.8
17,1/30/2023,4:14:51 PM,20,19.9,20,19.8
18,1/30/2023,4:14:56 PM,20,19.9,20,19.8
19,1/30/2023,4:15:01 PM,20,19.9,20,19.8
20,1/30/2023,4:15:06 PM,20,19.9,20,19.8
21,1/30/2023,4:15:11 PM,20,19.9,20,19.8
22,1/30/2023,4:15:16 PM,20,19.9,20,19.8
23,1/30/2023,4:15:21 PM,20,19.9,20,19.8
24,1/30/2023,4:15:26 PM,20,19.9,20,19.8
25,1/30/2023,4:15:31 PM,20,19.9,20,19.8
26,1/30/2023,4:15:36 PM,20,19.8,20,19.8
27,1/30/2023,4:15:41 PM,20,19.8,20,19.8
28,1/30/2023,4:15:46 PM,20,19.8,20,19.8
29,1/30/2023,4:15:51 PM,20,19.8,20,19.8
30,1/30/2023,4:15:56 PM,20,19.8,20,19.8
31,1/30/2023,4:16:01 PM,20,19.8,20,19.8
32,1/30/2023,4:16:06 PM,20,19.8,20,19.8
33,1/30/2023,4:16:11 PM,20,19.8,20,19.8
34,1/30/2023,4:16:16 PM,20,19.8,20,19.8
35,1/30/2023,4:16:21 PM,20,19.8,20,19.8
36,1/30/2023,4:16:26 PM,20,19.8,19,19.8
37,1/30/2023,4:16:31 PM,20,19.8,19,19.8
38,1/30/2023,4:16:36 PM,20,19.8,19,19.8
39,1/30/2023,4:16:41 PM,20,19.8,19,19.8
40,1/30/2023,4:16:46 PM,20,19.8,19,19.8
41,1/30/2023,4:16:51 PM,20,19.8,19,19.8
42,1/30/2023,4:16:56 PM,20,19.8,19,19.8
43,1/30/2023,4:17:01 PM,20,19.8,19,19.8
44,1/30/2023,4:17:06 PM,20,19.8,19,19.8
45,1/30/2023,4:17:11 PM,19,19.8,19,19.8
46,1/30/2023,4:17:16 PM,19,19.8,19,19.8
47,1/30/2023,4:17:21 PM,19,19.8,19,19.8
48,1/30/2023,4:17:26 PM,19,19.8,19,19.8
49,1/30/2023,4:17:31 PM,20,19.8,19,19.8
50,1/30/2023,4:17:36 PM,20,19.8,20,19.8
51,1/30/2023,4:17:41 PM,20,19.8,20,19.8
52,1/30/2023,4:17:46 PM,20,19.8,20,19.8
53,1/30/2023,4:17:51 PM,20,19.8,20,19.8
54,1/30/2023,4:17:56 PM,20,19.8,20,19.8
55,1/30/2023,4:18:01 PM,20,19.8,20,19.8
56,1/30/2023,4:18:06 PM,20,19.8,20,19.8
57,1/30/2023,4:18:11 PM,20,19.8,20,19.8
58,1/30/2023,4:18:16 PM,20,19.8,20,19.8
59,1/30/2023,4:18:21 PM,20,19.8,20,19.8
60,1/30/2023,4:18:26 PM,20,19.8,20,19.8
61,1/30/2023,4:18:31 PM,20,19.8,20,19.8
62,1/30/2023,4:18:36 PM,20,19.8,20,19.8
63,1/30/2023,4:18:41 PM,20,19.8,20,19.8
64,1/30/2023,4:18:46 PM,20,19.8,20,19.8
65,1/30/2023,4:18:51 PM,20,19.8,20,19.8
66,1/30/2023,4:18:56 PM,20,19.8,20,19.8
67,1/30/2023,4:19:01 PM,20,19.8,20,19.8
68,1/30/2023,4:19:06 PM,20,19.8,20,19.8
69,1/30/2023,4:19:11 PM,20,19.8,20,19.8
70,1/30/2023,4:19:16 PM,20,19.8,20,19.8
71,1/30/2023,4:19:21 PM,20,19.8,20,19.8
72,1/30/2023,4:19:26 PM,20,19.8,20,19.8
73,1/30/2023,4:19:31 PM,20,19.8,20,19.8
74,1/30/2023,4:19:36 PM,20,19.8,20,19.8
75,1/30/2023,4:19:41 PM,20,19.8,20,19.8
76,1/30/2023,4:19:46 PM,20,19.8,20,19.8
77,1/30/2023,4:19:51 PM,20,19.8,20,19.8
78,1/30/2023,4:19:56 PM,20,19.8,20,19.8
79,1/30/2023,4:20:01 PM,20,19.8,20,19.8
80,1/30/2023,4:20:06 PM,20,19.8,20,19.8
81,1/30/2023,4:20:11 PM,20,19.8,20,19.8
82,1/30/2023,4:20:16 PM,20,19.8,20,19.8
83,1/30/2023,4:20:21 PM,20,19.8,20,19.8
84,1/30/2023,4:20:26 PM,20,19.8,20,19.8
85,1/30/2023,4:20:31 PM,20,19.8,20,19.8
86,1/30/2023,4:20:36 PM,20,19.8,20,19.8
87,1/30/2023,4:20:41 PM,20,19.8,20,19.8
88,1/30/2023,4:20:46 PM,20,19.8,20,19.8
89,1/30/2023,4:20:51 PM,20,19.8,20,19.8
90,1/30/2023,4:20:56 PM,20,19.8,20,19.8
91,1/30/2023,4:21:01 PM,20,19.8,20,19.8
92,1/30/2023,4:21:06 PM,19,19.8,20,19.8
93,1/30/2023,4:21:11 PM,19,19.8,20,19.8
94,1/30/2023,4:21:16 PM,19,19.8,20,19.8
95,1/30/2023,4:21:21 PM,19,19.8,20,19.8
96,1/30/2023,4:21:26 PM,19,19.8,20,19.8
97,1/30/2023,4:21:31 PM,19,19.8,20,19.8
98,1/30/2023,4:21:36 PM,19,19.8,20,19.8
99,1/30/2023,4:21:41 PM,20,19.8,20,19.8
100,1/30/2023,4:21:46 PM,19,19.8,20,19.8
101,1/30/2023,4:21:51 PM,19,19.8,20,19.8
102,1/30/2023,4:21:56 PM,19,19.8,20,19.8
103,1/30/2023,4:22:01 PM,19,19.8,20,19.8
104,1/30/2023,4:22:06 PM,19,19.8,20,19.8
105,1/30/2023,4:22:11 PM,19,19.8,20,19.8
106,1/30/2023,4:22:16 PM,20,19.8,20,19.8
107,1/30/2023,4:22:21 PM,20,19.8,20,19.8
108,1/30/2023,4:22:26 PM,20,19.8,20,19.8
109,1/30/2023,4:22:31 PM,20,19.8,20,19.8
110,1/30/2023,4:22:36 PM,20,19.8,20,19.8
111,1/30/2023,4:22:41 PM,20,19.8,20,19.8
112,1/30/2023,4:22:46 PM,19,19.8,20,19.8
113,1/30/2023,4:22:51 PM,19,19.8,20,19.8
114,1/30/2023,4:22:56 PM,19,19.8,20,19.8
115,1/30/2023,4:23:01 PM,20,19.8,20,19.8
116,1/30/2023,4:23:06 PM,20,19.8,20,19.8
117,1/30/2023,4:23:11 PM,20,19.8,20,19.8
118,1/30/2023,4:23:16 PM,20,19.8,20,19.8
119,1/30/2023,4:23:21 PM,20,19.8,20,19.8
120,1/30/2023,4:23:26 PM,20,19.8,20,19.8
121,1/30/2023,4:23:31 PM,20,19.8,20,19.8
122,1/30/2023,4:23:36 PM,20,19.8,20,19.8
