Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,2/1/2023,12:45:00 PM,24,21.3,24,21.3
1,2/1/2023,12:45:05 PM,24,21.3,24,21.3
2,2/1/2023,12:45:10 PM,24,21.3,24,21.3
3,2/1/2023,12:45:15 PM,24,21.3,24,21.3
4,2/1/2023,12:45:20 PM,24,21.3,24,21.3
5,2/1/2023,12:45:25 PM,24,21.3,24,21.3
6,2/1/2023,12:45:30 PM,24,21.3,24,21.3
7,2/1/2023,12:45:35 PM,24,21.3,24,21.3
8,2/1/2023,12:45:40 PM,24,21.3,24,21.3
9,2/1/2023,12:45:45 PM,24,21.3,24,21.3
10,2/1/2023,12:45:50 PM,24,21.3,24,21.3
11,2/1/2023,12:45:55 PM,24,21.3,24,21.3
12,2/1/2023,12:46:00 PM,24,21.3,24,21.3
13,2/1/2023,12:46:05 PM,24,21.3,24,21.3
14,2/1/2023,12:46:10 PM,24,21.3,24,21.2
15,2/1/2023,12:46:15 PM,24,21.3,24,21.2
16,2/1/2023,12:46:20 PM,24,21.3,24,21.2
17,2/1/2023,12:46:25 PM,24,21.3,24,21.2
18,2/1/2023,12:46:30 PM,24,21.3,24,21.2
19,2/1/2023,12:46:35 PM,24,21.3,24,21.2
20,2/1/2023,12:46:40 PM,24,21.3,24,21.2
21,2/1/2023,12:46:45 PM,24,21.3,24,21.2
22,2/1/2023,12:46:50 PM,24,21.3,24,21.2
23,2/1/2023,12:46:55 PM,24,21.3,24,21.2
24,2/1/2023,12:47:00 PM,24,21.3,24,21.2
25,2/1/2023,12:47:05 PM,24,21.3,24,21.2
26,2/1/2023,12:47:10 PM,24,21.3,24,21.2
27,2/1/2023,12:47:15 PM,24,21.3,24,21.2
28,2/1/2023,12:47:20 PM,24,21.3,24,21.2
29,2/1/2023,12:47:25 PM,24,21.3,24,21.2
30,2/1/2023,12:47:30 PM,24,21.3,24,21.2
31,2/1/2023,12:47:35 PM,24,21.3,24,21.2
32,2/1/2023,12:47:40 PM,24,21.3,24,21.2
33,2/1/2023,12:47:45 PM,23,21.3,24,21.2
34,2/1/2023,12:47:50 PM,23,21.3,24,21.2
35,2/1/2023,12:47:55 PM,23,21.3,24,21.2
36,2/1/2023,12:48:00 PM,23,21.3,24,21.2
37,2/1/2023,12:48:05 PM,23,21.3,24,21.2
38,2/1/2023,12:48:10 PM,23,21.3,24,21.2
39,2/1/2023,12:48:15 PM,23,21.3,24,21.2
40,2/1/2023,12:48:20 PM,23,21.3,24,21.2
41,2/1/2023,12:48:25 PM,23,21.3,24,21.2
42,2/1/2023,12:48:30 PM,23,21.3,24,21.2
43,2/1/2023,12:48:35 PM,23,21.3,24,21.2
44,2/1/2023,12:48:40 PM,23,21.3,24,21.2
45,2/1/2023,12:48:45 PM,23,21.3,24,21.2
46,2/1/2023,12:48:50 PM,23,21.3,24,21.2
47,2/1/2023,12:48:55 PM,23,21.3,24,21.2
48,2/1/2023,12:49:00 PM,23,21.3,24,21.2
49,2/1/2023,12:49:05 PM,23,21.3,24,21.2
50,2/1/2023,12:49:10 PM,23,21.3,24,21.2
51,2/1/2023,12:49:15 PM,23,21.3,24,21.2
52,2/1/2023,12:49:20 PM,23,21.3,24,21.3
53,2/1/2023,12:49:25 PM,23,21.3,24,21.3
54,2/1/2023,12:49:30 PM,23,21.3,24,21.3
55,2/1/2023,12:49:35 PM,23,21.3,24,21.3
56,2/1/2023,12:49:40 PM,23,21.3,24,21.3
57,2/1/2023,12:49:45 PM,23,21.3,24,21.3
58,2/1/2023,12:49:50 PM,23,21.3,24,21.3
59,2/1/2023,12:49:55 PM,23,21.3,24,21.3
60,2/1/2023,12:50:00 PM,23,21.3,24,21.3
61,2/1/2023,12:50:05 PM,23,21.3,24,21.3
62,2/1/2023,12:50:10 PM,23,21.3,24,21.3
63,2/1/2023,12:50:15 PM,23,21.3,24,21.3
64,2/1/2023,12:50:20 PM,23,21.3,24,21.3
65,2/1/2023,12:50:25 PM,23,21.4,24,21.3
66,2/1/2023,12:50:30 PM,23,21.4,24,21.3
67,2/1/2023,12:50:35 PM,23,21.4,24,21.3
68,2/1/2023,12:50:40 PM,23,21.4,24,21.3
69,2/1/2023,12:50:45 PM,23,21.4,24,21.3
70,2/1/2023,12:50:50 PM,23,21.4,24,21.3
71,2/1/2023,12:50:55 PM,23,21.4,24,21.3
72,2/1/2023,12:51:00 PM,23,21.4,24,21.3
73,2/1/2023,12:51:05 PM,23,21.4,24,21.3
74,2/1/2023,12:51:10 PM,23,21.5,24,21.3
