9543.791946	0.001277544
9544.028093	0.001430779
9544.264266	0.00128163
9544.500467	0.001406843
9544.736694	0.001414598
9544.972948	0.0013907
9545.209228	0.001527699
9545.445534	0.001487226
9545.681867	0.001571962
9545.918226	0.001668818
9546.15461	0.001535604
9546.39102	0.001479173
9546.627455	0.001386506
9546.863916	0.001600085
9547.100402	0.001471131
9547.336913	0.001596141
9547.573448	0.001503567
9547.810009	0.001467168
9548.046594	0.001608314
9548.283203	0.001535578
9548.519837	0.001676675
9548.756495	0.001680995
9548.993177	0.001701013
9549.229883	0.001934913
9549.466613	0.001700905
9549.703366	0.001963274
9549.940142	0.001729225
9550.176942	0.001938881
9550.413765	0.001761563
9550.650612	0.00187019
9550.887481	0.001902471
9551.124373	0.001930822
9551.361288	0.001894481
9551.598225	0.00212834
9551.835184	0.002164449
9552.072166	0.002104091
9552.309171	0.002217047
9552.546197	0.00236211
9552.783245	0.002450617
9553.020315	0.002406264
9553.257407	0.002523313
9553.49452	0.002386177
9553.731655	0.002563632
9553.968811	0.002664599
9554.205988	0.002539781
9554.443187	0.002845782
9554.680406	0.00265617
9554.917647	0.002801567
9555.154908	0.002898374
9555.39219	0.003026816
9555.629493	0.003099843
9555.866816	0.003047501
9556.104159	0.003502975
9556.341523	0.00334993
9556.578907	0.003474892
9556.81631	0.003716435
9557.053734	0.003555561
9557.291178	0.003817653
9557.528641	0.00397093
9557.766124	0.004446347
9558.003627	0.00434549
9558.241149	0.004728667
9558.47869	0.004664594
9558.716251	0.00508736
9558.953831	0.005155983
9559.19143	0.005708187
9559.429047	0.006098944
9559.666684	0.005740544
9559.90434	0.006361401
9560.142014	0.006615751
9560.379707	0.006918067
9560.617418	0.007204179
9560.855148	0.007623875
9561.092896	0.008320762
9561.330662	0.008881552
9561.568446	0.009255886
9561.806249	0.009800815
9562.044069	0.010429549
9562.281907	0.011097308
9562.519764	0.011549559
9562.757637	0.012320202
9562.995529	0.013022416
9563.233438	0.013433199
9563.471364	0.014203462
9563.709308	0.014994248
9563.947269	0.015650343
9564.185248	0.016976978
9564.423243	0.016909033
9564.661256	0.018025222
9564.899286	0.019194834
9565.137332	0.020484898
9565.375395	0.022020928
9565.613476	0.022953179
9565.851572	0.024223862
9566.089686	0.026500235
9566.327816	0.02963839
9566.565962	0.032417886
9566.804125	0.035672528
9567.042304	0.039357365
9567.280499	0.043088348
9567.51871	0.047087836
9567.756938	0.052363424
9567.995181	0.057585405
9568.23344	0.062087424
9568.471716	0.06763349
9568.710007	0.072502491
9568.948314	0.075773965
9569.186636	0.080689574
9569.424974	0.082744856
9569.663328	0.086094362
9569.901697	0.090476527
9570.140081	0.094424719
9570.378481	0.096985499
9570.616896	0.099452326
9570.855326	0.105098707
9571.093771	0.10810796
9571.332231	0.111761009
9571.570707	0.114237004
9571.809197	0.114251294
9572.047702	0.114229414
9572.286222	0.111421884
9572.524757	0.108562954
9572.763306	0.103388089
9573.00187	0.097516675
9573.240449	0.08939865
9573.479042	0.083517397
9573.717649	0.075649346
9573.956271	0.07009675
9574.194907	0.062502951
9574.433557	0.058326566
9574.672222	0.052310111
9574.910901	0.048395787
9575.149593	0.045576
9575.3883	0.041761868
9575.627021	0.039713017
9575.865756	0.037363561
9576.104504	0.03510068
9576.343266	0.032668901
9576.582042	0.031009842
9576.820832	0.029772156
9577.059636	0.027798538
9577.298452	0.025946789
9577.537283	0.02411717
9577.776127	0.022630173
9578.014984	0.020980895
9578.253855	0.019430727
9578.492739	0.018455712
9578.731636	0.016910219
9578.970546	0.015825104
9579.20947	0.0146468
9579.448407	0.013943587
9579.687356	0.013482085
9579.926319	0.012290958
9580.165295	0.011513364
9580.404283	0.011284706
9580.643285	0.010756318
9580.882299	0.009679899
9581.121326	0.009187006
9581.360365	0.008636031
9581.599417	0.008466118
9581.838482	0.007962003
9582.07756	0.007325106
9582.31665	0.006884904
9582.555752	0.006724157
9582.794867	0.006539048
9583.033994	0.005986054
9583.273133	0.005748874
9583.512285	0.005499153
9583.751449	0.005075363
9583.990625	0.005236981
9584.229813	0.004398309
9584.469013	0.004567816
9584.708225	0.004228582
9584.94745	0.004115877
9585.186686	0.004071514
9585.425934	0.003241009
9585.665194	0.003345696
9585.904466	0.003063738
9586.14375	0.003265187
9586.383045	0.003051394
9586.622352	0.002974755
9586.861671	0.002789353
9587.101001	0.002575583
9587.340343	0.002644065
9587.579696	0.002414196
9587.819061	0.002345864
9588.058437	0.002499179
9588.297825	0.002354113
9588.537224	0.002132292
9588.776634	0.002128082
9589.016055	0.002269265
9589.255488	0.002007374
9589.494932	0.001902302
9589.734387	0.001700893
9589.973854	0.001741386
9590.213331	0.001692611
9590.452819	0.001825974
9590.692319	0.001592212
9590.931829	0.001499308
9591.17135	0.001543639
9591.410882	0.001700975
9591.650425	0.001439144
9591.889979	0.001293785
9592.129543	0.001471152
9592.369119	0.001362188
9592.608705	0.001293685
9592.848301	0.001176721
9593.087908	0.001152781
9593.327526	0.001172843
9593.567154	0.00105587
9593.806793	0.001075973
9594.046443	0.001035785
9594.286102	0.001063981
9594.525773	0.000967197
9594.765453	0.000902727
9595.005144	0.001019579
9595.244845	0.001039925
9595.484556	0.000862257
9595.724278	0.00091888
9595.96401	0.000926923
9596.203752	0.000870421
9596.443504	0.000785791
9596.683266	0.00082598
9596.923038	0.000797944
9597.162821	0.000809937
9597.402613	0.000733291
9597.642415	0.000826045
9597.882227	0.000749537
9598.122049	0.000709198
9598.361881	0.000604351
9598.601723	0.000676879
9598.841574	0.000616492
9599.081436	0.000656786
