Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,1/25/2023,1:50:35 PM,20,20.7,21,20.4
1,1/25/2023,1:50:40 PM,20,20.7,21,20.4
2,1/25/2023,1:50:45 PM,20,20.7,21,20.4
3,1/25/2023,1:50:50 PM,20,20.7,21,20.4
4,1/25/2023,1:50:55 PM,20,20.7,21,20.4
5,1/25/2023,1:51:00 PM,20,20.7,21,20.4
6,1/25/2023,1:51:05 PM,20,20.7,21,20.4
7,1/25/2023,1:51:10 PM,20,20.7,21,20.4
8,1/25/2023,1:51:15 PM,20,20.7,21,20.4
9,1/25/2023,1:51:20 PM,20,20.6,21,20.4
10,1/25/2023,1:51:25 PM,21,20.6,21,20.4
11,1/25/2023,1:51:30 PM,21,20.6,21,20.4
12,1/25/2023,1:51:35 PM,21,20.6,21,20.4
13,1/25/2023,1:51:40 PM,21,20.6,21,20.4
14,1/25/2023,1:51:45 PM,21,20.6,21,20.4
15,1/25/2023,1:51:50 PM,21,20.6,21,20.4
16,1/25/2023,1:51:55 PM,21,20.6,21,20.4
17,1/25/2023,1:52:00 PM,21,20.6,21,20.4
18,1/25/2023,1:52:05 PM,21,20.6,21,20.4
19,1/25/2023,1:52:10 PM,21,20.6,21,20.4
20,1/25/2023,1:52:15 PM,21,20.6,21,20.4
21,1/25/2023,1:52:20 PM,21,20.6,21,20.4
22,1/25/2023,1:52:25 PM,21,20.6,22,20.4
23,1/25/2023,1:52:30 PM,21,20.6,21,20.4
24,1/25/2023,1:52:35 PM,21,20.6,21,20.4
25,1/25/2023,1:52:40 PM,21,20.6,22,20.4
26,1/25/2023,1:52:45 PM,21,20.6,22,20.4
27,1/25/2023,1:52:50 PM,21,20.6,21,20.4
28,1/25/2023,1:52:55 PM,21,20.6,21,20.4
29,1/25/2023,1:53:00 PM,21,20.6,22,20.4
30,1/25/2023,1:53:05 PM,21,20.6,21,20.4
31,1/25/2023,1:53:10 PM,21,20.6,22,20.4
32,1/25/2023,1:53:15 PM,21,20.6,22,20.4
33,1/25/2023,1:53:20 PM,21,20.6,22,20.4
34,1/25/2023,1:53:25 PM,21,20.6,22,20.4
35,1/25/2023,1:53:30 PM,21,20.6,22,20.4
36,1/25/2023,1:53:35 PM,21,20.6,22,20.4
37,1/25/2023,1:53:40 PM,21,20.6,22,20.4
38,1/25/2023,1:53:45 PM,21,20.6,22,20.4
39,1/25/2023,1:53:50 PM,22,20.6,22,20.4
40,1/25/2023,1:53:55 PM,22,20.6,22,20.4
41,1/25/2023,1:54:00 PM,22,20.6,22,20.4
42,1/25/2023,1:54:05 PM,22,20.6,22,20.4
43,1/25/2023,1:54:10 PM,22,20.6,22,20.4
44,1/25/2023,1:54:15 PM,22,20.6,23,20.4
45,1/25/2023,1:54:20 PM,22,20.6,23,20.4
46,1/25/2023,1:54:25 PM,22,20.6,23,20.4
47,1/25/2023,1:54:30 PM,22,20.6,23,20.4
48,1/25/2023,1:54:35 PM,22,20.6,23,20.4
49,1/25/2023,1:54:40 PM,22,20.6,23,20.4
50,1/25/2023,1:54:45 PM,23,20.6,24,20.4
51,1/25/2023,1:54:50 PM,23,20.6,24,20.4
52,1/25/2023,1:54:55 PM,23,20.6,24,20.4
53,1/25/2023,1:55:00 PM,23,20.6,24,20.4
54,1/25/2023,1:55:05 PM,23,20.6,24,20.4
55,1/25/2023,1:55:10 PM,23,20.6,24,20.4
56,1/25/2023,1:55:15 PM,23,20.6,24,20.4
57,1/25/2023,1:55:20 PM,24,20.6,25,20.4
58,1/25/2023,1:55:25 PM,24,20.6,25,20.4
59,1/25/2023,1:55:30 PM,24,20.6,25,20.4
60,1/25/2023,1:55:35 PM,24,20.6,25,20.4
61,1/25/2023,1:55:40 PM,24,20.6,25,20.4
62,1/25/2023,1:55:45 PM,25,20.6,26,20.4
63,1/25/2023,1:55:50 PM,25,20.6,26,20.4
64,1/25/2023,1:55:55 PM,25,20.6,26,20.4
65,1/25/2023,1:56:00 PM,25,20.6,26,20.4
66,1/25/2023,1:56:05 PM,25,20.6,26,20.4
67,1/25/2023,1:56:10 PM,26,20.6,27,20.4
68,1/25/2023,1:56:15 PM,26,20.6,27,20.4
69,1/25/2023,1:56:20 PM,26,20.6,27,20.4
70,1/25/2023,1:56:25 PM,26,20.6,27,20.4
71,1/25/2023,1:56:30 PM,26,20.6,27,20.4
72,1/25/2023,1:56:35 PM,27,20.6,28,20.4
73,1/25/2023,1:56:40 PM,27,20.6,28,20.4
74,1/25/2023,1:56:45 PM,27,20.6,29,20.4
75,1/25/2023,1:56:50 PM,28,20.6,29,20.4
76,1/25/2023,1:56:55 PM,28,20.6,29,20.4
77,1/25/2023,1:57:00 PM,28,20.6,29,20.4
78,1/25/2023,1:57:05 PM,29,20.6,30,20.4
79,1/25/2023,1:57:10 PM,29,20.6,30,20.4
80,1/25/2023,1:57:15 PM,29,20.6,31,20.4
81,1/25/2023,1:57:20 PM,30,20.6,31,20.4
82,1/25/2023,1:57:25 PM,30,20.6,32,20.4
83,1/25/2023,1:57:30 PM,30,20.6,33,20.4
84,1/25/2023,1:57:35 PM,31,20.6,34,20.4
85,1/25/2023,1:57:40 PM,31,20.6,36,20.4
86,1/25/2023,1:57:45 PM,32,20.6,36,20.4
87,1/25/2023,1:57:50 PM,32,20.6,36,20.4
88,1/25/2023,1:57:55 PM,33,20.6,39,20.4
89,1/25/2023,1:58:00 PM,33,20.6,39,20.4
90,1/25/2023,1:58:05 PM,34,20.6,40,20.4
91,1/25/2023,1:58:10 PM,35,20.6,42,20.4
92,1/25/2023,1:58:15 PM,35,20.6,42,20.4
93,1/25/2023,1:58:20 PM,36,20.6,44,20.4
94,1/25/2023,1:58:25 PM,37,20.6,46,20.4
95,1/25/2023,1:58:30 PM,37,20.6,46,20.4
96,1/25/2023,1:58:35 PM,39,20.6,47,20.4
97,1/25/2023,1:58:40 PM,40,20.6,49,20.4
98,1/25/2023,1:58:45 PM,40,20.6,49,20.4
99,1/25/2023,1:58:50 PM,41,20.6,52,20.4
100,1/25/2023,1:58:55 PM,43,20.6,52,20.4
101,1/25/2023,1:59:00 PM,43,20.6,54,20.4
102,1/25/2023,1:59:05 PM,44,20.6,55,20.4
103,1/25/2023,1:59:10 PM,46,20.6,57,20.4
104,1/25/2023,1:59:15 PM,46,20.6,59,20.4
105,1/25/2023,1:59:20 PM,49,20.6,60,20.4
106,1/25/2023,1:59:25 PM,49,20.6,62,20.4
107,1/25/2023,1:59:30 PM,51,20.6,63,20.4
108,1/25/2023,1:59:35 PM,52,20.6,65,20.4
109,1/25/2023,1:59:40 PM,54,20.6,67,20.4
110,1/25/2023,1:59:45 PM,56,20.6,69,20.4
111,1/25/2023,1:59:50 PM,57,20.6,70,20.4
112,1/25/2023,1:59:55 PM,59,20.7,72,20.4
