Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,2/2/2023,12:45:43 PM,27,23.3,27,22.8
1,2/2/2023,12:45:48 PM,27,23.3,27,22.8
2,2/2/2023,12:45:53 PM,27,23.3,27,22.8
3,2/2/2023,12:45:58 PM,27,23.3,27,22.9
4,2/2/2023,12:46:03 PM,27,23.3,27,22.9
5,2/2/2023,12:46:08 PM,27,23.3,27,22.9
6,2/2/2023,12:46:13 PM,27,23.3,27,22.9
7,2/2/2023,12:46:18 PM,27,23.4,27,22.9
8,2/2/2023,12:46:23 PM,27,23.4,27,22.9
9,2/2/2023,12:46:28 PM,27,23.4,27,22.9
10,2/2/2023,12:46:33 PM,27,23.4,27,22.9
11,2/2/2023,12:46:38 PM,27,23.4,27,22.9
12,2/2/2023,12:46:43 PM,27,23.4,27,22.9
13,2/2/2023,12:46:48 PM,27,23.4,27,22.9
14,2/2/2023,12:46:53 PM,27,23.4,27,22.9
15,2/2/2023,12:46:58 PM,27,23.5,27,22.9
16,2/2/2023,12:47:03 PM,27,23.5,27,22.9
17,2/2/2023,12:47:08 PM,27,23.5,27,23.0
18,2/2/2023,12:47:13 PM,27,23.5,27,23.0
19,2/2/2023,12:47:18 PM,27,23.5,27,23.0
20,2/2/2023,12:47:23 PM,27,23.6,27,23.0
21,2/2/2023,12:47:28 PM,27,23.6,27,23.0
22,2/2/2023,12:47:33 PM,27,23.6,27,23.1
23,2/2/2023,12:47:38 PM,27,23.6,27,23.1
24,2/2/2023,12:47:43 PM,27,23.6,27,23.1
25,2/2/2023,12:47:48 PM,27,23.6,27,23.1
26,2/2/2023,12:47:53 PM,27,23.6,27,23.1
27,2/2/2023,12:47:58 PM,27,23.6,28,23.1
28,2/2/2023,12:48:03 PM,28,23.6,30,23.1
29,2/2/2023,12:48:08 PM,30,23.7,32,23.1
30,2/2/2023,12:48:13 PM,32,23.7,35,23.1
31,2/2/2023,12:48:18 PM,32,23.7,37,23.1
32,2/2/2023,12:48:23 PM,35,23.7,39,23.1
33,2/2/2023,12:48:28 PM,37,23.7,41,23.1
34,2/2/2023,12:48:33 PM,39,23.7,42,23.1
35,2/2/2023,12:48:38 PM,41,23.7,46,23.1
36,2/2/2023,12:48:43 PM,44,23.7,48,23.1
37,2/2/2023,12:48:48 PM,46,23.8,53,23.1
38,2/2/2023,12:48:53 PM,50,23.8,57,23.2
39,2/2/2023,12:48:58 PM,53,23.8,59,23.2
40,2/2/2023,12:49:03 PM,58,23.8,63,23.2
41,2/2/2023,12:49:08 PM,62,23.8,68,23.2
42,2/2/2023,12:49:13 PM,65,23.8,70,23.2
43,2/2/2023,12:49:18 PM,69,23.8,74,23.2
44,2/2/2023,12:49:23 PM,72,23.8,77,23.2
45,2/2/2023,12:49:28 PM,76,23.8,79,23.2
46,2/2/2023,12:49:33 PM,78,23.8,82,23.2
47,2/2/2023,12:49:38 PM,80,23.8,86,23.2
48,2/2/2023,12:49:43 PM,83,23.8,86,23.2
49,2/2/2023,12:49:48 PM,85,23.8,89,23.2
50,2/2/2023,12:49:53 PM,86,23.8,89,23.2
51,2/2/2023,12:49:58 PM,88,23.8,90,23.3
52,2/2/2023,12:50:03 PM,90,23.8,92,23.3
53,2/2/2023,12:50:08 PM,91,23.8,93,23.3
54,2/2/2023,12:50:13 PM,93,23.8,95,23.3
55,2/2/2023,12:50:18 PM,93,23.8,95,23.3
56,2/2/2023,12:50:23 PM,94,23.8,95,23.3
57,2/2/2023,12:50:28 PM,96,23.9,96,23.3
58,2/2/2023,12:50:33 PM,96,23.9,98,23.3
59,2/2/2023,12:50:38 PM,97,23.9,98,23.3
60,2/2/2023,12:50:43 PM,97,23.9,99,23.3
61,2/2/2023,12:50:48 PM,98,23.9,99,23.3
62,2/2/2023,12:50:53 PM,99,23.9,99,23.3
63,2/2/2023,12:50:58 PM,99,23.9,100,23.3
64,2/2/2023,12:51:03 PM,100,23.9,102,23.3
65,2/2/2023,12:51:08 PM,100,23.9,102,23.3
66,2/2/2023,12:51:13 PM,101,23.9,102,23.3
67,2/2/2023,12:51:18 PM,101,23.9,103,23.3
68,2/2/2023,12:51:23 PM,102,23.9,104,23.3
69,2/2/2023,12:51:28 PM,102,23.9,105,23.3
70,2/2/2023,12:51:33 PM,103,24.0,107,23.3
71,2/2/2023,12:51:38 PM,103,24.0,107,23.3
72,2/2/2023,12:51:43 PM,104,24.0,108,23.3
73,2/2/2023,12:51:48 PM,104,24.0,109,23.3
74,2/2/2023,12:51:53 PM,104,24.0,109,23.3
75,2/2/2023,12:51:58 PM,105,24.1,110,23.3
76,2/2/2023,12:52:03 PM,105,24.1,110,23.3
77,2/2/2023,12:52:08 PM,105,24.1,112,23.3
78,2/2/2023,12:52:13 PM,106,24.1,112,23.3
79,2/2/2023,12:52:18 PM,106,24.1,112,23.3
80,2/2/2023,12:52:23 PM,106,24.1,113,23.3
81,2/2/2023,12:52:28 PM,106,24.1,113,23.3
82,2/2/2023,12:52:33 PM,106,24.1,113,23.3
83,2/2/2023,12:52:38 PM,107,24.1,114,23.3
84,2/2/2023,12:52:43 PM,107,24.1,114,23.3
85,2/2/2023,12:52:48 PM,107,24.1,115,23.3
86,2/2/2023,12:52:53 PM,107,24.1,115,23.3
87,2/2/2023,12:52:58 PM,107,24.1,116,23.3
88,2/2/2023,12:53:03 PM,108,24.1,116,23.3
89,2/2/2023,12:53:08 PM,108,24.1,116,23.3
90,2/2/2023,12:53:13 PM,108,24.2,117,23.3
91,2/2/2023,12:53:18 PM,108,24.2,117,23.3
92,2/2/2023,12:53:23 PM,108,24.2,118,23.3
93,2/2/2023,12:53:28 PM,109,24.2,118,23.3
94,2/2/2023,12:53:33 PM,109,24.2,118,23.4
95,2/2/2023,12:53:38 PM,109,24.2,118,23.4
96,2/2/2023,12:53:43 PM,109,24.2,119,23.4
97,2/2/2023,12:53:48 PM,109,24.2,119,23.4
98,2/2/2023,12:53:53 PM,110,24.2,119,23.4
99,2/2/2023,12:53:58 PM,110,24.2,119,23.4
100,2/2/2023,12:54:03 PM,110,24.3,120,23.4
101,2/2/2023,12:54:08 PM,110,24.3,120,23.4
102,2/2/2023,12:54:13 PM,110,24.3,120,23.4
103,2/2/2023,12:54:18 PM,110,24.3,120,23.4
104,2/2/2023,12:54:23 PM,110,24.3,121,23.4
105,2/2/2023,12:54:28 PM,111,24.3,121,23.4
106,2/2/2023,12:54:33 PM,111,24.3,121,23.4
107,2/2/2023,12:54:38 PM,111,24.3,121,23.4
108,2/2/2023,12:54:43 PM,111,24.3,121,23.5
109,2/2/2023,12:54:48 PM,111,24.3,121,23.5
110,2/2/2023,12:54:53 PM,111,24.3,121,23.5
111,2/2/2023,12:54:58 PM,111,24.3,121,23.5
112,2/2/2023,12:55:03 PM,111,24.3,122,23.5
113,2/2/2023,12:55:08 PM,111,24.3,122,23.6
114,2/2/2023,12:55:13 PM,111,24.3,122,23.6
115,2/2/2023,12:55:18 PM,111,24.3,122,23.6
116,2/2/2023,12:55:23 PM,111,24.3,122,23.6
117,2/2/2023,12:55:28 PM,111,24.4,122,23.6
118,2/2/2023,12:55:33 PM,112,24.4,122,23.6
119,2/2/2023,12:55:38 PM,112,24.4,122,23.6
120,2/2/2023,12:55:43 PM,112,24.4,123,23.6
121,2/2/2023,12:55:48 PM,112,24.4,123,23.6
122,2/2/2023,12:55:53 PM,112,24.4,123,23.6
123,2/2/2023,12:55:58 PM,112,24.4,123,23.6
124,2/2/2023,12:56:03 PM,112,24.4,123,23.7
125,2/2/2023,12:56:08 PM,112,24.4,123,23.7
126,2/2/2023,12:56:13 PM,112,24.4,123,23.7
127,2/2/2023,12:56:18 PM,112,24.5,123,23.7
128,2/2/2023,12:56:23 PM,113,24.5,123,23.7
129,2/2/2023,12:56:28 PM,113,24.5,123,23.7
130,2/2/2023,12:56:33 PM,113,24.5,124,23.7
131,2/2/2023,12:56:38 PM,113,24.5,124,23.7
132,2/2/2023,12:56:43 PM,113,24.6,124,23.7
133,2/2/2023,12:56:48 PM,113,24.6,124,23.7
134,2/2/2023,12:56:53 PM,113,24.6,124,23.7
135,2/2/2023,12:56:58 PM,113,24.6,123,23.7
136,2/2/2023,12:57:03 PM,113,24.6,123,23.7
137,2/2/2023,12:57:08 PM,113,24.6,123,23.7
138,2/2/2023,12:57:13 PM,113,24.6,124,23.7
139,2/2/2023,12:57:18 PM,113,24.6,124,23.7
140,2/2/2023,12:57:23 PM,113,24.7,123,23.7
141,2/2/2023,12:57:28 PM,113,24.7,124,23.7
142,2/2/2023,12:57:33 PM,113,24.7,123,23.8
143,2/2/2023,12:57:38 PM,113,24.7,123,23.8
144,2/2/2023,12:57:43 PM,113,24.7,123,23.8
145,2/2/2023,12:57:48 PM,113,24.7,123,23.8
146,2/2/2023,12:57:53 PM,113,24.7,127,23.8
147,2/2/2023,12:57:58 PM,113,24.7,124,23.8
148,2/2/2023,12:58:03 PM,113,24.7,123,23.8
149,2/2/2023,12:58:08 PM,114,24.8,124,23.8
150,2/2/2023,12:58:13 PM,114,24.8,123,23.8
151,2/2/2023,12:58:18 PM,114,24.8,122,23.8
152,2/2/2023,12:58:23 PM,114,24.8,122,23.8
153,2/2/2023,12:58:28 PM,114,24.8,124,23.8
154,2/2/2023,12:58:33 PM,114,24.8,126,23.8
155,2/2/2023,12:58:38 PM,114,24.8,127,23.8
156,2/2/2023,12:58:43 PM,114,24.8,123,23.8
157,2/2/2023,12:58:48 PM,114,24.8,124,23.8
158,2/2/2023,12:58:53 PM,114,24.8,124,23.8
159,2/2/2023,12:58:58 PM,114,24.8,125,23.8
160,2/2/2023,12:59:03 PM,114,24.8,125,23.8
161,2/2/2023,12:59:08 PM,114,24.8,125,23.8
162,2/2/2023,12:59:13 PM,114,24.8,125,23.8
163,2/2/2023,12:59:18 PM,114,24.8,125,23.8
164,2/2/2023,12:59:23 PM,114,24.8,125,23.8
165,2/2/2023,12:59:28 PM,114,24.8,125,23.8
166,2/2/2023,12:59:33 PM,114,24.8,125,23.8
167,2/2/2023,12:59:38 PM,114,24.9,125,23.8
168,2/2/2023,12:59:43 PM,114,24.9,124,23.9
169,2/2/2023,12:59:48 PM,114,24.9,125,23.9
170,2/2/2023,12:59:53 PM,114,24.9,124,23.9
171,2/2/2023,12:59:58 PM,114,24.9,125,23.9
172,2/2/2023,1:00:03 PM,114,24.9,125,23.9
173,2/2/2023,1:00:08 PM,114,24.9,125,23.9
174,2/2/2023,1:00:13 PM,114,24.9,125,23.9
175,2/2/2023,1:00:18 PM,114,24.9,125,23.9
176,2/2/2023,1:00:23 PM,115,25.0,125,23.9
177,2/2/2023,1:00:28 PM,115,25.0,125,23.9
