Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,3/16/2023,9:35:24 PM,32,22.5,27,21.8
1,3/16/2023,9:35:29 PM,32,22.5,27,21.8
2,3/16/2023,9:35:34 PM,32,22.5,27,21.8
3,3/16/2023,9:35:39 PM,32,22.5,27,21.8
4,3/16/2023,9:35:44 PM,32,22.5,27,21.8
5,3/16/2023,9:35:49 PM,32,22.6,28,21.8
6,3/16/2023,9:35:54 PM,36,22.6,32,21.8
7,3/16/2023,9:35:59 PM,39,22.6,32,21.8
8,3/16/2023,9:36:04 PM,43,22.6,34,21.8
9,3/16/2023,9:36:09 PM,45,22.6,38,21.8
10,3/16/2023,9:36:14 PM,48,22.6,38,21.8
11,3/16/2023,9:36:19 PM,50,22.6,38,21.8
12,3/16/2023,9:36:24 PM,52,22.6,40,21.8
13,3/16/2023,9:36:29 PM,54,22.6,40,21.8
14,3/16/2023,9:36:34 PM,55,22.7,40,21.8
15,3/16/2023,9:36:39 PM,57,22.7,41,21.8
16,3/16/2023,9:36:44 PM,57,22.7,43,21.8
17,3/16/2023,9:36:49 PM,58,22.7,42,21.8
18,3/16/2023,9:36:54 PM,59,22.7,42,21.8
19,3/16/2023,9:36:59 PM,60,22.7,42,21.8
20,3/16/2023,9:37:04 PM,61,22.7,44,21.8
21,3/16/2023,9:37:09 PM,61,22.7,45,21.9
22,3/16/2023,9:37:14 PM,62,22.7,46,21.9
23,3/16/2023,9:37:19 PM,62,22.7,45,21.9
24,3/16/2023,9:37:24 PM,63,22.7,47,21.9
25,3/16/2023,9:37:29 PM,63,22.7,47,21.9
26,3/16/2023,9:37:34 PM,64,22.7,47,21.9
27,3/16/2023,9:37:39 PM,64,22.7,49,21.9
28,3/16/2023,9:37:44 PM,65,22.7,51,21.9
29,3/16/2023,9:37:49 PM,65,22.7,53,21.9
30,3/16/2023,9:37:54 PM,66,22.7,56,21.9
31,3/16/2023,9:37:59 PM,66,22.7,57,21.9
32,3/16/2023,9:38:04 PM,66,22.7,59,21.9
33,3/16/2023,9:38:09 PM,67,22.7,61,21.9
34,3/16/2023,9:38:14 PM,67,22.8,63,21.9
35,3/16/2023,9:38:19 PM,68,22.8,65,21.9
36,3/16/2023,9:38:24 PM,68,22.8,65,21.9
37,3/16/2023,9:38:29 PM,68,22.8,67,21.9
38,3/16/2023,9:38:34 PM,69,22.8,68,21.9
39,3/16/2023,9:38:39 PM,69,22.8,69,21.9
40,3/16/2023,9:38:44 PM,69,22.8,72,21.9
41,3/16/2023,9:38:49 PM,70,22.8,74,21.9
42,3/16/2023,9:38:54 PM,70,22.8,74,21.9
43,3/16/2023,9:38:59 PM,70,22.8,75,21.9
44,3/16/2023,9:39:04 PM,70,22.8,76,21.9
45,3/16/2023,9:39:09 PM,71,22.8,76,21.9
46,3/16/2023,9:39:14 PM,71,22.7,78,21.9
47,3/16/2023,9:39:19 PM,71,22.7,78,21.9
48,3/16/2023,9:39:24 PM,72,22.7,79,21.9
49,3/16/2023,9:39:29 PM,72,22.7,80,21.9
50,3/16/2023,9:39:34 PM,72,22.7,81,21.9
51,3/16/2023,9:39:39 PM,73,22.7,83,21.9
52,3/16/2023,9:39:44 PM,73,22.7,82,21.9
53,3/16/2023,9:39:49 PM,73,22.7,83,21.9
54,3/16/2023,9:39:54 PM,74,22.7,83,21.9
55,3/16/2023,9:39:59 PM,74,22.7,83,21.9
56,3/16/2023,9:40:04 PM,74,22.7,86,21.9
57,3/16/2023,9:40:09 PM,74,22.7,86,21.9
58,3/16/2023,9:40:14 PM,75,22.7,86,21.9
59,3/16/2023,9:40:19 PM,75,22.7,88,21.9
60,3/16/2023,9:40:24 PM,75,22.7,88,21.9
61,3/16/2023,9:40:29 PM,75,22.7,88,21.9
62,3/16/2023,9:40:34 PM,76,22.7,88,21.9
63,3/16/2023,9:40:39 PM,76,22.7,88,21.9
64,3/16/2023,9:40:44 PM,76,22.7,88,21.9
65,3/16/2023,9:40:49 PM,76,22.7,90,21.9
66,3/16/2023,9:40:54 PM,77,22.7,90,21.9
67,3/16/2023,9:40:59 PM,77,22.7,90,21.9
68,3/16/2023,9:41:04 PM,77,22.7,90,21.9
69,3/16/2023,9:41:09 PM,78,22.7,90,21.9
70,3/16/2023,9:41:14 PM,78,22.7,91,21.9
71,3/16/2023,9:41:19 PM,78,22.7,91,21.9
72,3/16/2023,9:41:24 PM,78,22.7,91,21.9
73,3/16/2023,9:41:29 PM,79,22.7,91,21.9
74,3/16/2023,9:41:34 PM,79,22.7,91,21.9
75,3/16/2023,9:41:39 PM,79,22.7,91,21.9
76,3/16/2023,9:41:44 PM,79,22.7,92,21.9
77,3/16/2023,9:41:49 PM,79,22.7,92,21.9
78,3/16/2023,9:41:54 PM,80,22.7,92,21.9
79,3/16/2023,9:41:59 PM,80,22.7,92,21.9
80,3/16/2023,9:42:04 PM,80,22.7,94,21.9
81,3/16/2023,9:42:09 PM,80,22.7,94,21.9
82,3/16/2023,9:42:14 PM,81,22.7,94,21.9
83,3/16/2023,9:42:19 PM,81,22.7,94,21.9
84,3/16/2023,9:42:24 PM,81,22.7,94,21.9
85,3/16/2023,9:42:29 PM,81,22.7,95,21.9
86,3/16/2023,9:42:34 PM,82,22.7,95,21.9
87,3/16/2023,9:42:39 PM,82,22.7,95,21.9
88,3/16/2023,9:42:44 PM,82,22.7,95,21.9
89,3/16/2023,9:42:49 PM,82,22.7,95,21.9
90,3/16/2023,9:42:54 PM,83,22.7,95,21.9
91,3/16/2023,9:42:59 PM,83,22.7,95,21.9
92,3/16/2023,9:43:04 PM,83,22.7,95,21.9
93,3/16/2023,9:43:09 PM,83,22.7,95,21.9
94,3/16/2023,9:43:14 PM,83,22.7,95,21.9
95,3/16/2023,9:43:19 PM,83,22.7,95,21.9
96,3/16/2023,9:43:24 PM,84,22.7,96,21.9
97,3/16/2023,9:43:29 PM,84,22.7,95,21.9
98,3/16/2023,9:43:34 PM,84,22.7,96,21.9
99,3/16/2023,9:43:39 PM,84,22.7,96,21.9
100,3/16/2023,9:43:44 PM,84,22.7,96,21.9
101,3/16/2023,9:43:49 PM,85,22.7,96,21.9
102,3/16/2023,9:43:54 PM,85,22.7,97,21.9
103,3/16/2023,9:43:59 PM,85,22.7,97,21.9
104,3/16/2023,9:44:04 PM,85,22.7,97,21.9
105,3/16/2023,9:44:09 PM,85,22.7,97,21.9
106,3/16/2023,9:44:14 PM,85,22.7,97,21.9
107,3/16/2023,9:44:19 PM,85,22.7,97,21.9
108,3/16/2023,9:44:24 PM,85,22.7,97,21.9
109,3/16/2023,9:44:29 PM,86,22.7,97,21.9
110,3/16/2023,9:44:34 PM,86,22.7,98,21.9
111,3/16/2023,9:44:39 PM,86,22.7,98,21.9
112,3/16/2023,9:44:44 PM,86,22.7,98,21.9
113,3/16/2023,9:44:49 PM,86,22.7,98,21.9
114,3/16/2023,9:44:54 PM,86,22.7,98,21.9
115,3/16/2023,9:44:59 PM,86,22.7,98,21.9
116,3/16/2023,9:45:04 PM,86,22.8,99,21.9
117,3/16/2023,9:45:09 PM,87,22.8,98,21.9
118,3/16/2023,9:45:14 PM,87,22.8,98,21.9
119,3/16/2023,9:45:19 PM,87,22.8,98,21.9
120,3/16/2023,9:45:24 PM,87,22.8,97,21.9
121,3/16/2023,9:45:29 PM,87,22.8,97,21.9
122,3/16/2023,9:45:34 PM,87,22.8,96,21.9
123,3/16/2023,9:45:39 PM,87,22.8,96,21.9
124,3/16/2023,9:45:44 PM,87,22.8,96,21.9
125,3/16/2023,9:45:49 PM,87,22.8,96,22.0
126,3/16/2023,9:45:54 PM,87,22.8,96,21.9
127,3/16/2023,9:45:59 PM,87,22.8,97,21.9
128,3/16/2023,9:46:04 PM,87,22.8,97,22.0
129,3/16/2023,9:46:09 PM,87,22.8,97,22.0
130,3/16/2023,9:46:14 PM,88,22.8,97,22.0
131,3/16/2023,9:46:19 PM,88,22.8,97,22.0
132,3/16/2023,9:46:24 PM,87,22.8,97,22.0
133,3/16/2023,9:46:29 PM,87,22.8,97,22.1
134,3/16/2023,9:46:34 PM,87,22.9,97,22.1
135,3/16/2023,9:46:39 PM,88,22.9,99,22.1
136,3/16/2023,9:46:44 PM,88,22.9,97,22.1
137,3/16/2023,9:46:49 PM,88,22.9,97,22.1
138,3/16/2023,9:46:54 PM,88,22.9,96,22.1
139,3/16/2023,9:46:59 PM,88,22.9,99,22.1
140,3/16/2023,9:47:04 PM,88,22.9,96,22.1
141,3/16/2023,9:47:09 PM,88,23.0,96,22.1
142,3/16/2023,9:47:14 PM,88,23.0,96,22.1
143,3/16/2023,9:47:19 PM,88,23.0,96,22.1
144,3/16/2023,9:47:24 PM,88,23.0,97,22.1
145,3/16/2023,9:47:29 PM,88,23.0,96,22.1
146,3/16/2023,9:47:34 PM,88,23.1,97,22.1
