Energy_(eV)	Live_Counts
9550.0	28.646183029999996
9550.25	35.06172841
9550.5	34.07114842
9550.75	32.0971807
9551.0	33.82868598
9551.25	34.565950799999996
9551.5	29.8778848
9551.75	33.82380818
9552.0	34.81316914000001
9552.25	27.654321659999997
9552.5	28.887608929999995
9552.75	34.07011225
9553.0	42.71361134
9553.25	36.297637900000005
9553.5	29.876178080000003
9553.75	39.25712597
9554.0	38.51473955
9554.25	36.051213010000005
9554.5	38.52077484
9554.75	36.54162515
9555.0	50.862739299999994
9555.25	48.6442937
9555.5	40.74068082
9555.75	45.925925940000006
9556.0	42.466453980000004
9556.25	53.832404749999995
9556.5	47.4077152
9556.75	50.37177433
9557.0	53.08855544
9557.25	49.63487411
9557.5	55.80003107
9557.75	53.82265149
9558.0	63.699987199999995
9558.25	57.2812688
9558.5	68.1485155
9558.75	68.89266970000001
9559.0	63.219450699999996
9559.25	77.28675770000001
9559.5	76.7892718
9559.75	83.7085821
9560.0	86.16467399999999
9560.25	81.72760450000001
9560.5	89.37869780000001
9560.75	99.0023497
9561.0	100.48340449999999
9561.25	94.8146952
9561.5	113.33644679999999
9561.75	109.87654309999999
9562.0	120.2427079
9562.25	124.6859974
9562.5	129.6224374
9562.75	137.0369795
9563.0	157.29273200000003
9563.25	159.9926249
9563.5	165.90983469999998
9563.75	179.50617279999997
9564.0	206.9135803
9564.25	200.4938271
9564.5	224.70434690000002
9564.75	227.8898977
9565.0	257.53086429999996
9565.25	253.6155552
9565.5	262.9642611
9565.75	263.4711269
9566.0	285.6929771
9566.25	283.9639113
9566.5	304.2128595
9566.75	338.7828727
9567.0	362.56355379999997
9567.25	384.9577857
9567.5	425.4320987
9567.75	446.6897176
9568.0	499.7276093
9568.25	552.59285
9568.5	570.887628
9568.75	659.257874
9569.0	732.41849
9569.25	812.1373060000001
9569.5	920.0479540000001
9569.75	990.069794
9570.0	1085.399108
9570.25	1139.918949
9570.5	1217.153389
9570.75	1324.1476469999998
9571.0	1320.5107229999999
9571.25	1390.399702
9571.5	1417.317064
9571.75	1473.273545
9572.0	1529.778485
9572.25	1611.03023
9572.5	1685.515399
9572.75	1723.388491
9573.0	1800.197579
9573.25	1819.3950919999997
9573.5	1832.647628
9573.75	1736.7236340000002
9574.0	1751.378921
9574.25	1666.584341
9574.5	1571.3450970000001
9574.75	1437.9874320000004
9575.0	1319.025701
9575.25	1195.420298
9575.5	1097.77756
9575.75	961.72793
9576.0	892.522708
9576.25	800.325904
9576.5	767.693045
9576.75	714.069598
9577.0	674.8454279999999
9577.25	614.8148140000001
9577.5	563.978608
9577.75	567.712435
9578.0	536.518098
9578.25	489.9495988
9578.5	449.1787439
9578.75	457.5766115
9579.0	410.86274419999995
9579.25	361.5006295
9579.5	351.13001529999997
9579.75	314.3209876
9580.0	301.4969098
9580.25	292.09712659999997
9580.5	263.9892794
9580.75	242.19759799999997
9581.0	237.03703690000003
9581.25	209.87654320000001
9581.5	206.2132701
9581.75	193.8265554
9582.0	191.6347021
9582.25	169.120877
9582.5	162.714407
9582.75	154.55217960000002
9583.0	144.938702
9583.25	128.64197529999998
9583.5	124.68611619999999
9583.75	129.3810153
9584.0	109.62408599999999
9584.25	107.6530435
9584.5	90.60259730000001
9584.75	103.9506173
9585.0	99.2592592
9585.25	93.08709250000001
9585.5	76.0571883
9585.75	77.77497779999999
9586.0	65.6776729
9586.25	74.07407409999999
9586.5	65.4313703
9586.75	71.1079433
9587.0	62.7160495
9587.25	54.56485363
9587.5	55.80058107
9587.75	52.597958930000004
9588.0	52.839506310000004
9588.25	46.424875539999995
9588.5	44.936260229999995
9588.75	43.70163133999999
9589.0	45.183234809999995
9589.25	42.71604938
9589.5	41.72650558
9589.75	39.99616007
9590.0	38.76519092
9590.25	36.04938366
9590.5	35.06276566
9590.75	37.780217740000005
9591.0	36.29233447
9591.25	34.571621109999995
9591.5	36.54125945
9591.75	29.877520259999997
9592.0	32.345679020000006
9592.25	29.135377050000002
9592.5	28.888036759999995
9592.75	32.095535000000005
9593.0	27.16025071
9593.25	27.65413883
9593.5	25.923426919999997
9593.75	25.43283157
9594.0	24.198445579999998
9594.25	24.44225074
9594.5	21.23444656
9594.75	22.962962949999998
9595.0	22.46730774
9595.25	23.2079261
9595.5	15.5570191
9595.75	21.23798285
9596.0	19.75186738
9596.25	17.77649779
9596.5	23.951653970000002
9596.75	20.494619909999997
9597.0	18.02469134
9597.25	17.529279449999997
9597.5	18.02810631
9597.75	14.073281699999999
9598.0	15.555130019999998
9598.25	20.492547169999998
9598.5	17.2839506
9598.75	18.518458680000002
9599.0	15.556776079999999
9599.25	17.03618371
9599.5	16.791587
9599.75	16.04944411
9600.0	16.54217406
9600.25	14.567230759999998
9600.5	16.29629628
9600.75	13.580917699999997
9601.0	14.81725406
9601.25	12.839750389999999
9601.5	11.85038937
9601.75	16.79189191
9602.0	14.56851105
9602.25	11.10989232
9602.5	15.0623382
9602.75	13.828197479999998
9603.0	11.851791039999998
9603.25	14.07194116
9603.5	15.801737709999998
9603.75	11.85154708
9604.0	14.56851104
9604.25	12.839018549999999
9604.5	11.851120515000002
9604.75	13.58061303
9605.0	12.09876542
9605.25	12.84048187
9605.5	13.08641974
9605.75	12.8403599
9606.0	13.828441090000002
9606.25	14.07407406
9606.5	14.32043908
9606.75	13.33162669
9607.0	13.086907590000001
9607.25	9.135924546
9607.5	11.11056254
9607.75	11.110440641
9608.0	9.87678758
9608.25	9.629324861
9608.5	10.6160651
9608.75	11.35845155
9609.0	10.369882750000002
9609.25	6.913092751
