Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,1/24/2023,4:16:09 PM,21,21.1,22,21.3
1,1/24/2023,4:16:14 PM,21,21.1,22,21.3
2,1/24/2023,4:16:19 PM,21,21.1,22,21.3
3,1/24/2023,4:16:24 PM,21,21.1,22,21.3
4,1/24/2023,4:16:29 PM,21,21.1,22,21.3
5,1/24/2023,4:16:34 PM,21,21.1,22,21.3
6,1/24/2023,4:16:39 PM,21,21.1,22,21.3
7,1/24/2023,4:16:44 PM,21,21.1,22,21.3
8,1/24/2023,4:16:49 PM,21,21.1,22,21.3
9,1/24/2023,4:16:54 PM,21,21.1,22,21.3
10,1/24/2023,4:16:59 PM,21,21.1,22,21.3
11,1/24/2023,4:17:04 PM,21,21.1,22,21.3
12,1/24/2023,4:17:09 PM,21,21.1,22,21.3
13,1/24/2023,4:17:14 PM,21,21.1,22,21.3
14,1/24/2023,4:17:19 PM,21,21.1,22,21.3
15,1/24/2023,4:17:24 PM,21,21.1,22,21.3
16,1/24/2023,4:17:29 PM,21,21.1,22,21.3
17,1/24/2023,4:17:34 PM,21,21.1,22,21.3
18,1/24/2023,4:17:39 PM,21,21.1,22,21.3
19,1/24/2023,4:17:44 PM,21,21.1,22,21.3
20,1/24/2023,4:17:49 PM,21,21.1,22,21.3
21,1/24/2023,4:17:54 PM,21,21.1,22,21.3
22,1/24/2023,4:17:59 PM,21,21.1,22,21.3
23,1/24/2023,4:18:04 PM,21,21.1,22,21.3
24,1/24/2023,4:18:09 PM,21,21.1,22,21.3
25,1/24/2023,4:18:14 PM,21,21.1,22,21.3
26,1/24/2023,4:18:19 PM,21,21.1,22,21.3
27,1/24/2023,4:18:24 PM,21,21.1,22,21.3
28,1/24/2023,4:18:29 PM,21,21.1,22,21.3
29,1/24/2023,4:18:34 PM,21,21.1,22,21.3
30,1/24/2023,4:18:39 PM,21,21.1,22,21.3
31,1/24/2023,4:18:44 PM,21,21.1,22,21.3
32,1/24/2023,4:18:49 PM,21,21.1,22,21.3
33,1/24/2023,4:18:54 PM,21,21.1,22,21.3
34,1/24/2023,4:18:59 PM,21,21.1,22,21.3
35,1/24/2023,4:19:04 PM,21,21.2,22,21.3
36,1/24/2023,4:19:09 PM,21,21.2,22,21.3
37,1/24/2023,4:19:14 PM,21,21.2,22,21.3
38,1/24/2023,4:19:19 PM,21,21.2,22,21.3
39,1/24/2023,4:19:24 PM,21,21.2,22,21.3
40,1/24/2023,4:19:29 PM,21,21.2,22,21.3
41,1/24/2023,4:19:34 PM,21,21.2,22,21.3
42,1/24/2023,4:19:39 PM,21,21.2,22,21.3
43,1/24/2023,4:19:44 PM,21,21.2,22,21.3
44,1/24/2023,4:19:49 PM,21,21.2,22,21.3
45,1/24/2023,4:19:54 PM,21,21.2,22,21.3
46,1/24/2023,4:19:59 PM,21,21.2,22,21.3
47,1/24/2023,4:20:04 PM,21,21.2,22,21.3
48,1/24/2023,4:20:09 PM,21,21.2,22,21.3
49,1/24/2023,4:20:14 PM,21,21.2,22,21.3
50,1/24/2023,4:20:19 PM,21,21.2,22,21.3
51,1/24/2023,4:20:24 PM,21,21.2,22,21.3
52,1/24/2023,4:20:29 PM,21,21.2,22,21.3
53,1/24/2023,4:20:34 PM,21,21.2,22,21.3
54,1/24/2023,4:20:39 PM,21,21.2,22,21.3
55,1/24/2023,4:20:44 PM,21,21.2,22,21.3
56,1/24/2023,4:20:49 PM,21,21.2,22,21.3
57,1/24/2023,4:20:54 PM,21,21.2,22,21.3
58,1/24/2023,4:20:59 PM,21,21.2,22,21.3
59,1/24/2023,4:21:04 PM,21,21.2,22,21.3
60,1/24/2023,4:21:09 PM,21,21.2,22,21.3
61,1/24/2023,4:21:14 PM,21,21.2,22,21.3
62,1/24/2023,4:21:19 PM,21,21.2,22,21.3
63,1/24/2023,4:21:24 PM,21,21.2,22,21.3
64,1/24/2023,4:21:29 PM,21,21.2,22,21.3
65,1/24/2023,4:21:34 PM,21,21.2,22,21.3
66,1/24/2023,4:21:39 PM,21,21.2,22,21.3
67,1/24/2023,4:21:44 PM,21,21.2,22,21.3
68,1/24/2023,4:21:49 PM,21,21.2,22,21.3
69,1/24/2023,4:21:54 PM,21,21.2,22,21.3
70,1/24/2023,4:21:59 PM,21,21.2,22,21.3
71,1/24/2023,4:22:04 PM,21,21.2,22,21.3
72,1/24/2023,4:22:09 PM,21,21.2,22,21.3
73,1/24/2023,4:22:14 PM,21,21.3,22,21.3
74,1/24/2023,4:22:19 PM,21,21.3,22,21.3
75,1/24/2023,4:22:24 PM,21,21.3,22,21.3
76,1/24/2023,4:22:29 PM,21,21.3,22,21.3
77,1/24/2023,4:22:34 PM,21,21.3,22,21.3
78,1/24/2023,4:22:39 PM,21,21.3,22,21.3
79,1/24/2023,4:22:44 PM,21,21.3,22,21.3
80,1/24/2023,4:22:49 PM,21,21.3,22,21.3
81,1/24/2023,4:22:54 PM,21,21.3,22,21.3
82,1/24/2023,4:22:59 PM,21,21.3,22,21.3
83,1/24/2023,4:23:04 PM,21,21.3,22,21.3
84,1/24/2023,4:23:09 PM,21,21.3,22,21.3
85,1/24/2023,4:23:14 PM,21,21.3,22,21.3
86,1/24/2023,4:23:19 PM,21,21.3,22,21.3
87,1/24/2023,4:23:24 PM,21,21.3,22,21.3
88,1/24/2023,4:23:29 PM,21,21.3,22,21.3
89,1/24/2023,4:23:34 PM,21,21.3,22,21.3
90,1/24/2023,4:23:39 PM,21,21.3,22,21.3
91,1/24/2023,4:23:44 PM,21,21.3,22,21.3
92,1/24/2023,4:23:49 PM,21,21.3,22,21.3
93,1/24/2023,4:23:54 PM,21,21.3,22,21.3
94,1/24/2023,4:23:59 PM,21,21.3,22,21.3
95,1/24/2023,4:24:04 PM,21,21.3,22,21.3
96,1/24/2023,4:24:09 PM,21,21.3,22,21.3
97,1/24/2023,4:24:14 PM,22,21.3,22,21.3
98,1/24/2023,4:24:19 PM,21,21.3,22,21.3
99,1/24/2023,4:24:24 PM,21,21.3,22,21.3
100,1/24/2023,4:24:29 PM,21,21.3,22,21.3
101,1/24/2023,4:24:34 PM,21,21.3,22,21.3
102,1/24/2023,4:24:39 PM,22,21.3,22,21.3
103,1/24/2023,4:24:44 PM,21,21.3,22,21.3
104,1/24/2023,4:24:49 PM,21,21.3,22,21.3
105,1/24/2023,4:24:54 PM,22,21.3,22,21.3
106,1/24/2023,4:24:59 PM,22,21.3,22,21.3
107,1/24/2023,4:25:04 PM,22,21.3,22,21.3
108,1/24/2023,4:25:09 PM,22,21.3,22,21.3
109,1/24/2023,4:25:14 PM,22,21.3,22,21.3
110,1/24/2023,4:25:19 PM,22,21.3,23,21.3
111,1/24/2023,4:25:24 PM,22,21.3,23,21.3
112,1/24/2023,4:25:29 PM,22,21.3,23,21.3
113,1/24/2023,4:25:34 PM,22,21.3,23,21.3
114,1/24/2023,4:25:39 PM,22,21.3,23,21.3
115,1/24/2023,4:25:44 PM,22,21.3,23,21.3
116,1/24/2023,4:25:49 PM,22,21.3,23,21.3
117,1/24/2023,4:25:54 PM,22,21.3,23,21.3
118,1/24/2023,4:25:59 PM,22,21.3,23,21.3
119,1/24/2023,4:26:04 PM,22,21.3,23,21.3
120,1/24/2023,4:26:09 PM,22,21.3,23,21.3
121,1/24/2023,4:26:14 PM,22,21.3,23,21.3
122,1/24/2023,4:26:19 PM,22,21.3,23,21.3
123,1/24/2023,4:26:24 PM,22,21.3,23,21.3
124,1/24/2023,4:26:29 PM,23,21.3,23,21.3
125,1/24/2023,4:26:34 PM,23,21.3,23,21.3
126,1/24/2023,4:26:39 PM,23,21.3,24,21.3
127,1/24/2023,4:26:44 PM,23,21.3,24,21.3
128,1/24/2023,4:26:49 PM,23,21.3,24,21.3
129,1/24/2023,4:26:54 PM,23,21.3,24,21.3
130,1/24/2023,4:26:59 PM,23,21.3,24,21.3
131,1/24/2023,4:27:04 PM,23,21.3,24,21.3
132,1/24/2023,4:27:09 PM,23,21.3,24,21.3
133,1/24/2023,4:27:14 PM,23,21.3,24,21.3
134,1/24/2023,4:27:19 PM,24,21.3,24,21.3
135,1/24/2023,4:27:24 PM,24,21.4,25,21.3
136,1/24/2023,4:27:29 PM,24,21.4,25,21.3
137,1/24/2023,4:27:34 PM,24,21.4,25,21.3
138,1/24/2023,4:27:39 PM,24,21.4,25,21.3
139,1/24/2023,4:27:44 PM,24,21.4,25,21.3
140,1/24/2023,4:27:49 PM,24,21.4,25,21.3
141,1/24/2023,4:27:54 PM,25,21.4,26,21.3
142,1/24/2023,4:27:59 PM,25,21.4,26,21.3
143,1/24/2023,4:28:04 PM,25,21.4,26,21.3
144,1/24/2023,4:28:09 PM,25,21.4,26,21.3
145,1/24/2023,4:28:14 PM,25,21.4,26,21.3
146,1/24/2023,4:28:19 PM,26,21.4,27,21.3
147,1/24/2023,4:28:24 PM,26,21.4,27,21.3
148,1/24/2023,4:28:29 PM,26,21.4,27,21.3
149,1/24/2023,4:28:34 PM,26,21.4,27,21.3
150,1/24/2023,4:28:39 PM,27,21.4,28,21.4
151,1/24/2023,4:28:44 PM,27,21.4,28,21.3
152,1/24/2023,4:28:49 PM,27,21.4,28,21.4
153,1/24/2023,4:28:54 PM,27,21.4,29,21.4
154,1/24/2023,4:28:59 PM,28,21.4,29,21.4
155,1/24/2023,4:29:04 PM,28,21.5,29,21.4
156,1/24/2023,4:29:09 PM,28,21.5,30,21.4
157,1/24/2023,4:29:14 PM,29,21.5,30,21.4
158,1/24/2023,4:29:19 PM,29,21.5,31,21.4
159,1/24/2023,4:29:24 PM,30,21.5,31,21.4
160,1/24/2023,4:29:29 PM,30,21.6,32,21.4
161,1/24/2023,4:29:34 PM,31,21.6,32,21.4
162,1/24/2023,4:29:39 PM,31,21.6,33,21.4
163,1/24/2023,4:29:44 PM,32,21.6,34,21.4
164,1/24/2023,4:29:49 PM,33,21.6,34,21.4
165,1/24/2023,4:29:54 PM,33,21.6,37,21.4
166,1/24/2023,4:29:59 PM,34,21.6,37,21.4
167,1/24/2023,4:30:04 PM,35,21.6,37,21.4
168,1/24/2023,4:30:09 PM,37,21.6,39,21.4
169,1/24/2023,4:30:14 PM,37,21.6,40,21.4
170,1/24/2023,4:30:19 PM,40,21.6,42,21.4
171,1/24/2023,4:30:24 PM,40,21.6,42,21.4
172,1/24/2023,4:30:29 PM,42,21.6,45,21.4
173,1/24/2023,4:30:34 PM,43,21.6,47,21.4
174,1/24/2023,4:30:39 PM,45,21.6,49,21.4
175,1/24/2023,4:30:44 PM,47,21.6,51,21.4
176,1/24/2023,4:30:49 PM,49,21.6,53,21.4
177,1/24/2023,4:30:54 PM,52,21.6,56,21.4
178,1/24/2023,4:30:59 PM,54,21.6,60,21.4
179,1/24/2023,4:31:04 PM,56,21.6,62,21.4
180,1/24/2023,4:31:09 PM,60,21.6,65,21.4
181,1/24/2023,4:31:14 PM,63,21.6,67,21.4
182,1/24/2023,4:31:19 PM,65,21.6,71,21.4
183,1/24/2023,4:31:24 PM,67,21.6,73,21.4
184,1/24/2023,4:31:29 PM,71,21.6,76,21.4
185,1/24/2023,4:31:34 PM,74,21.7,78,21.4
186,1/24/2023,4:31:39 PM,76,21.7,80,21.4
187,1/24/2023,4:31:44 PM,78,21.7,82,21.4
188,1/24/2023,4:31:49 PM,80,21.7,83,21.4
189,1/24/2023,4:31:54 PM,82,21.7,85,21.4
190,1/24/2023,4:31:59 PM,83,21.7,87,21.4
191,1/24/2023,4:32:04 PM,85,21.7,89,21.4
192,1/24/2023,4:32:09 PM,87,21.7,89,21.4
193,1/24/2023,4:32:14 PM,89,21.7,92,21.4
194,1/24/2023,4:32:19 PM,90,21.7,92,21.4
195,1/24/2023,4:32:24 PM,92,21.7,93,21.4
196,1/24/2023,4:32:29 PM,92,21.7,95,21.4
197,1/24/2023,4:32:34 PM,94,21.7,95,21.4
198,1/24/2023,4:32:39 PM,95,21.7,97,21.4
199,1/24/2023,4:32:44 PM,95,21.7,98,21.4
200,1/24/2023,4:32:49 PM,96,21.7,100,21.4
201,1/24/2023,4:32:54 PM,98,21.7,100,21.4
202,1/24/2023,4:32:59 PM,99,21.7,102,21.4
203,1/24/2023,4:33:04 PM,99,21.7,103,21.4
204,1/24/2023,4:33:09 PM,100,21.7,105,21.4
205,1/24/2023,4:33:14 PM,100,21.7,105,21.4
206,1/24/2023,4:33:19 PM,101,21.7,106,21.4
207,1/24/2023,4:33:24 PM,102,21.7,108,21.4
208,1/24/2023,4:33:29 PM,104,21.7,109,21.4
209,1/24/2023,4:33:34 PM,104,21.7,111,21.4
210,1/24/2023,4:33:39 PM,105,21.7,111,21.4
211,1/24/2023,4:33:44 PM,105,21.7,112,21.4
