Energy_(eV)	counts
9548.85921299118	0.0016339617135568362
9549.106809160738	0.0020172022400405144
9549.354410042555	0.001889402795561586
9549.602015607199	0.0017105366734526458
9549.849625825545	0.0018002519383882615
9550.097240668756	0.0015189558619490833
9550.344860108295	0.0018893933990647553
9550.592484115905	0.001940573641356153
9550.840112663629	0.0018767638128385316
9551.087745723773	0.0022083511400236545
9551.33538326893	0.0022849891367561917
9551.583025271959	0.002119231688279065
9551.830671705995	0.0021194146358125706
9552.078322544434	0.002566105507455857
9552.325977760935	0.001991548971136918
9552.573637329411	0.0021318613370762047
9552.821301224036	0.0024258216542039435
9553.06896941923	0.002387368623247113
9553.31664188966	0.002246914404386982
9553.564318610244	0.002413031229179315
9553.811999556132	0.0021316564054323158
9554.059684702715	0.0025915379806613144
9554.307374025628	0.0025408779302133525
9554.555067500722	0.0022596826818928844
9554.802765104085	0.0029874584826090505
9555.05046681203	0.0030901122810304063
9555.298172601093	0.0026301266121014147
9555.545882448023	0.002834409427134194
9555.793596329791	0.003192119706374948
9556.041314223587	0.0034217942588783403
9556.289036106804	0.003319093077208698
9556.536761957042	0.003536320749009549
9556.784491752116	0.0037669599847336265
9557.032225470039	0.0038171659983783864
9557.279963089019	0.003740802208084821
9557.527704587472	0.003843165972211005
9557.775449944	0.00428956368359889
9558.023199137408	0.003957913591062419
9558.270952146684	0.004404257501804754
9558.518708951007	0.004800313467200281
9558.766469529739	0.004851679804187131
9559.014233862425	0.005145536003310472
9559.262001928806	0.0056943952187324155
9559.509773708776	0.0054645188982947596
9559.757549182428	0.005580215412845628
9560.005328330017	0.00598800874612427
9560.253111131977	0.006945285421613978
9560.500897568912	0.006881450376500051
9560.748687621592	0.007149675708141991
9560.996481270948	0.007992195467052422
9561.24427849809	0.008618717424301668
9561.492079284277	0.008708555530424817
9561.739883610933	0.009485582120115691
9561.98769145964	0.010890990574609153
9562.235502812142	0.010955396111343454
9562.483317650327	0.01110754978218
9562.731135956245	0.012589732062971218
9562.97895771209	0.012948079024553515
9563.226782900214	0.013559603250327424
9563.474611503112	0.014439168042550512
9563.72244350342	0.01529607283438886
9563.970278883928	0.015845177875943844
9564.218117627559	0.01624180121475624
9564.465959717383	0.01757986588503352
9564.713805136607	0.018605032061379697
9564.961653868579	0.019162952378008795
9565.209505896779	0.020237409414054625
9565.457361204824	0.02223141361816682
9565.705219776459	0.02364897300327195
9565.953081595568	0.025639596175004536
9566.200946646159	0.026866854459841702
9566.448814912375	0.029652097332286728
9566.696686378478	0.03341268685401985
9566.944561028862	0.03668657817488164
9567.192438848044	0.03992996958710136
9567.440319820664	0.04659590933689491
9567.68820393148	0.0503727376144138
9567.936091165375	0.055353048221510784
9568.183981507347	0.06013140302646205
9568.431874942517	0.06473811319093134
9568.679771456116	0.07186833094812582
9568.927671033494	0.07629261710632479
9569.175573660112	0.0810551517083787
9569.423479321547	0.08451298125168055
9569.67138800349	0.08690494305992284
9569.91929969173	0.0885861924453381
9570.16721437218	0.09099657885450974
9570.415132030848	0.09515831424261946
9570.663052653857	0.0979998988637694
9570.910976227438	0.1031085446951036
9571.158902737912	0.10860044685078496
9571.40683217172	0.11163851909312807
9571.654764515397	0.11492255165985694
9571.902699755576	0.11660843661934851
9572.150637879	0.11461614788222535
9572.398578872502	0.10935073243049286
9572.646522723016	0.10781083379553714
9572.894469417575	0.09982128067668265
9573.142418943307	0.0922474753041406
9573.390371287434	0.08506599335051589
9573.63832643727	0.07837891306005351
9573.88628438023	0.07191769128222694
9574.134245103814	0.0646070972941983
9574.38220859561	0.05922364015446588
9574.630174843307	0.05355788579432853
9574.878143834674	0.04811781552393439
9575.126115557578	0.04658292985358872
9575.37408999996	0.04203258026081067
9575.622067149858	0.03834478346756795
9575.870046995396	0.03680877074505987
9576.118029524778	0.035524783382033666
9576.366014726293	0.03366025933615809
9576.614002588316	0.03096596484161657
9576.861993099303	0.02974958033742612
9577.109986247791	0.02834674727598379
9577.357982022399	0.02641608356887539
9577.605980411821	0.023892777371761653
