Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,3/14/2023,8:24:18 PM,23,21.8,23,21.6
1,3/14/2023,8:24:23 PM,23,21.8,22,21.6
2,3/14/2023,8:24:28 PM,23,21.8,22,21.6
3,3/14/2023,8:24:33 PM,23,21.8,22,21.6
4,3/14/2023,8:24:39 PM,23,21.8,22,21.6
5,3/14/2023,8:24:43 PM,23,21.8,23,21.6
6,3/14/2023,8:24:48 PM,23,21.8,23,21.6
7,3/14/2023,8:24:53 PM,23,21.8,23,21.6
8,3/14/2023,8:24:59 PM,23,21.8,23,21.7
9,3/14/2023,8:25:04 PM,23,21.8,23,21.7
10,3/14/2023,8:25:09 PM,23,21.9,23,21.7
11,3/14/2023,8:25:14 PM,23,21.9,22,21.7
12,3/14/2023,8:25:19 PM,23,21.9,22,21.7
13,3/14/2023,8:25:24 PM,23,21.9,22,21.7
14,3/14/2023,8:25:29 PM,23,21.9,23,21.7
15,3/14/2023,8:25:34 PM,23,21.9,22,21.7
16,3/14/2023,8:25:39 PM,23,21.9,21,21.7
17,3/14/2023,8:25:44 PM,23,21.9,23,21.7
18,3/14/2023,8:25:49 PM,23,21.9,23,21.7
19,3/14/2023,8:25:54 PM,23,21.9,23,21.7
20,3/14/2023,8:25:59 PM,23,21.9,23,21.7
21,3/14/2023,8:26:04 PM,23,21.9,23,21.7
22,3/14/2023,8:26:09 PM,23,21.9,23,21.7
23,3/14/2023,8:26:14 PM,23,22.0,24,21.8
24,3/14/2023,8:26:19 PM,24,22.0,24,21.8
25,3/14/2023,8:26:24 PM,24,22.0,24,21.8
26,3/14/2023,8:26:29 PM,24,22.0,24,21.8
27,3/14/2023,8:26:34 PM,24,22.0,24,21.8
28,3/14/2023,8:26:39 PM,25,22.1,24,21.8
29,3/14/2023,8:26:44 PM,25,22.1,24,21.8
30,3/14/2023,8:26:49 PM,25,22.1,25,21.8
31,3/14/2023,8:26:54 PM,26,22.1,25,21.8
32,3/14/2023,8:26:59 PM,26,22.1,25,21.8
33,3/14/2023,8:27:04 PM,26,22.1,25,21.8
34,3/14/2023,8:27:09 PM,27,22.1,25,21.8
35,3/14/2023,8:27:14 PM,27,22.1,26,21.8
36,3/14/2023,8:27:19 PM,27,22.1,26,21.8
37,3/14/2023,8:27:24 PM,28,22.1,26,21.8
38,3/14/2023,8:27:29 PM,28,22.1,26,21.8
39,3/14/2023,8:27:34 PM,28,22.1,26,21.8
40,3/14/2023,8:27:39 PM,29,22.1,27,21.8
41,3/14/2023,8:27:44 PM,29,22.1,27,21.8
42,3/14/2023,8:27:49 PM,29,22.2,27,21.8
43,3/14/2023,8:27:54 PM,30,22.2,27,21.8
44,3/14/2023,8:27:59 PM,30,22.2,27,21.8
45,3/14/2023,8:28:04 PM,30,22.2,27,21.8
46,3/14/2023,8:28:09 PM,31,22.2,28,21.8
47,3/14/2023,8:28:14 PM,31,22.2,28,21.8
48,3/14/2023,8:28:19 PM,31,22.2,28,21.8
49,3/14/2023,8:28:24 PM,32,22.2,28,21.8
50,3/14/2023,8:28:29 PM,32,22.2,29,21.8
51,3/14/2023,8:28:34 PM,32,22.2,29,21.8
52,3/14/2023,8:28:39 PM,33,22.2,29,21.8
53,3/14/2023,8:28:44 PM,33,22.2,29,21.8
54,3/14/2023,8:28:49 PM,33,22.2,29,21.8
55,3/14/2023,8:28:54 PM,34,22.2,29,21.8
56,3/14/2023,8:28:59 PM,34,22.2,29,21.8
57,3/14/2023,8:29:04 PM,34,22.3,30,21.8
58,3/14/2023,8:29:09 PM,34,22.3,30,21.8
59,3/14/2023,8:29:14 PM,35,22.3,33,21.8
60,3/14/2023,8:29:19 PM,35,22.3,33,21.8
61,3/14/2023,8:29:24 PM,35,22.3,36,21.8
62,3/14/2023,8:29:29 PM,36,22.3,36,21.8
63,3/14/2023,8:29:34 PM,36,22.3,38,21.8
64,3/14/2023,8:29:39 PM,36,22.3,38,21.8
65,3/14/2023,8:29:44 PM,37,22.3,39,21.8
66,3/14/2023,8:29:49 PM,37,22.3,39,21.8
67,3/14/2023,8:29:54 PM,37,22.3,41,21.8
68,3/14/2023,8:29:59 PM,37,22.3,41,21.8
69,3/14/2023,8:30:04 PM,38,22.3,43,21.8
70,3/14/2023,8:30:09 PM,38,22.3,44,21.8
71,3/14/2023,8:30:14 PM,38,22.3,44,21.8
72,3/14/2023,8:30:19 PM,39,22.3,45,21.8
73,3/14/2023,8:30:24 PM,39,22.3,46,21.8
74,3/14/2023,8:30:29 PM,39,22.3,48,21.8
75,3/14/2023,8:30:34 PM,40,22.3,48,21.8
76,3/14/2023,8:30:39 PM,40,22.3,49,21.8
77,3/14/2023,8:30:44 PM,40,22.3,51,21.8
78,3/14/2023,8:30:49 PM,41,22.3,50,21.8
79,3/14/2023,8:30:54 PM,41,22.3,51,21.8
80,3/14/2023,8:30:59 PM,41,22.3,51,21.8
81,3/14/2023,8:31:04 PM,41,22.3,53,21.8
82,3/14/2023,8:31:09 PM,42,22.3,53,21.8
83,3/14/2023,8:31:14 PM,42,22.3,53,21.8
84,3/14/2023,8:31:19 PM,42,22.3,53,21.8
85,3/14/2023,8:31:24 PM,43,22.3,54,21.8
86,3/14/2023,8:31:29 PM,43,22.3,54,21.8
87,3/14/2023,8:31:34 PM,43,22.3,54,21.8
88,3/14/2023,8:31:39 PM,44,22.3,55,21.8
89,3/14/2023,8:31:44 PM,44,22.3,55,21.8
90,3/14/2023,8:31:49 PM,44,22.3,55,21.8
91,3/14/2023,8:31:54 PM,44,22.3,56,21.8
92,3/14/2023,8:31:59 PM,45,22.3,56,21.8
93,3/14/2023,8:32:04 PM,45,22.3,57,21.8
94,3/14/2023,8:32:09 PM,45,22.3,57,21.8
95,3/14/2023,8:32:14 PM,45,22.3,57,21.8
96,3/14/2023,8:32:19 PM,46,22.3,58,21.8
97,3/14/2023,8:32:24 PM,46,22.3,60,21.8
98,3/14/2023,8:32:29 PM,46,22.3,60,21.8
99,3/14/2023,8:32:34 PM,47,22.3,60,21.8
100,3/14/2023,8:32:39 PM,47,22.3,59,21.8
101,3/14/2023,8:32:44 PM,47,22.3,59,21.8
102,3/14/2023,8:32:49 PM,48,22.3,60,21.8
103,3/14/2023,8:32:54 PM,48,22.3,60,21.8
104,3/14/2023,8:32:59 PM,48,22.3,60,21.8
105,3/14/2023,8:33:04 PM,48,22.3,61,21.8
106,3/14/2023,8:33:09 PM,49,22.3,61,21.8
107,3/14/2023,8:33:14 PM,49,22.3,62,21.8
108,3/14/2023,8:33:19 PM,49,22.2,62,21.8
109,3/14/2023,8:33:24 PM,49,22.2,62,21.8
110,3/14/2023,8:33:29 PM,50,22.2,62,21.8
111,3/14/2023,8:33:34 PM,50,22.2,62,21.8
112,3/14/2023,8:33:39 PM,50,22.2,62,21.8
113,3/14/2023,8:33:44 PM,51,22.2,63,21.8
114,3/14/2023,8:33:49 PM,51,22.2,63,21.8
115,3/14/2023,8:33:54 PM,51,22.2,63,21.8
116,3/14/2023,8:33:59 PM,51,22.2,64,21.8
117,3/14/2023,8:34:04 PM,52,22.2,64,21.8
118,3/14/2023,8:34:09 PM,52,22.2,64,21.8
119,3/14/2023,8:34:14 PM,52,22.2,64,21.8
120,3/14/2023,8:34:19 PM,53,22.2,65,21.8
121,3/14/2023,8:34:24 PM,53,22.2,65,21.8
122,3/14/2023,8:34:29 PM,53,22.2,65,21.8
123,3/14/2023,8:34:34 PM,53,22.2,65,21.8
124,3/14/2023,8:34:39 PM,54,22.2,65,21.8
125,3/14/2023,8:34:44 PM,54,22.2,65,21.8
126,3/14/2023,8:34:49 PM,54,22.2,65,21.8
127,3/14/2023,8:34:54 PM,55,22.2,65,21.8
128,3/14/2023,8:34:59 PM,55,22.2,66,21.8
129,3/14/2023,8:35:04 PM,55,22.2,66,21.8
130,3/14/2023,8:35:09 PM,55,22.2,66,21.8
131,3/14/2023,8:35:14 PM,56,22.2,66,21.8
132,3/14/2023,8:35:19 PM,56,22.2,66,21.8
133,3/14/2023,8:35:24 PM,56,22.2,66,21.8
134,3/14/2023,8:35:29 PM,56,22.2,66,21.8
135,3/14/2023,8:35:34 PM,57,22.2,66,21.8
136,3/14/2023,8:35:39 PM,57,22.2,67,21.8
137,3/14/2023,8:35:44 PM,57,22.2,67,21.8
138,3/14/2023,8:35:49 PM,57,22.2,67,21.8
139,3/14/2023,8:35:54 PM,57,22.2,67,21.8
140,3/14/2023,8:35:59 PM,58,22.2,67,21.8
141,3/14/2023,8:36:04 PM,58,22.2,67,21.8
142,3/14/2023,8:36:09 PM,58,22.2,67,21.8
143,3/14/2023,8:36:14 PM,58,22.2,67,21.8
144,3/14/2023,8:36:19 PM,58,22.2,67,21.8
145,3/14/2023,8:36:24 PM,58,22.2,67,21.8
146,3/14/2023,8:36:29 PM,58,22.2,67,21.8
147,3/14/2023,8:36:34 PM,59,22.2,69,21.8
148,3/14/2023,8:36:39 PM,59,22.2,69,21.8
149,3/14/2023,8:36:44 PM,59,22.2,69,21.8
150,3/14/2023,8:36:49 PM,59,22.2,69,21.8
151,3/14/2023,8:36:54 PM,59,22.2,69,21.8
